Time (UTC),eStateEval,duration,Sample Numb.,mUraw,mUoffset,Activity,mUconfidence,transCorrMean,AssayType,Notes,TempDataLog,TempCH3,TransHigh,SamTrans,SamFluor,origin,overall_dq_check
17/07/2025 12:18,0,392.03693,1,52.770878,3.706673,49.064205,0.9999885,0.9616413,300,Gus,34.38,25.05,0.0,3.6299,0.125,ColiMinder,PASS
17/07/2025 12:45,0,392.00604,1,53.01581,3.706673,49.309135,0.9999904,0.960816,300,50,35.31,24.89,0.0,3.6276,0.1243,ColiMinder,PASS
17/07/2025 13:17,0,392.00696,1,52.935562,3.706673,49.22889,0.9999889,0.96048176,300,50,35.25,24.75,0.0,3.6618,0.1241,ColiMinder,PASS
17/07/2025 13:46,0,392.00494,1,55.938457,3.706673,52.231785,0.99998903,0.9609142,300,50,35.13,24.76,0.0,3.66,0.1239,ColiMinder,PASS
18/07/2025 08:25,0,392.00507,1,7.9827304,3.8609788,4.121752,0.9998814,0.96051806,300,gus,32.56,26.03,0.0,3.6443,0.1296,ColiMinder,PASS
22/07/2025 10:54,0,391.98004,1,4.9231586,3.5609398,1.3622189,0.99951106,0.9513903,300,100,36.56,24.63,0.0,3.6198,0.2717,ColiMinder,PASS
22/07/2025 13:03,0,391.979,1,117.07357,3.5609398,113.512634,0.9999911,0.94857967,300,100,38.0,24.14,0.0,3.6377,0.1292,ColiMinder,PASS
23/07/2025 11:57,0,392.00293,1,55.59137,3.567651,52.02372,0.9999948,0.9646863,300,gus,35.38,24.69,0.0,3.63135,0.1269,ColiMinder,PASS
23/07/2025 12:59,0,391.989,1,55.70239,3.567651,52.13474,0.9999874,0.9644984,300,gus,36.19,24.49,0.0,3.6491,0.1268,ColiMinder,PASS
20/09/2025 12:02,0,391.99402,1,7.762086,4.3253565,3.4367294,0.999387,0.8196729,300,1 sampling test,29.69,31.69,0.0,2.8491,0.5371,ColiMinder,PASS
20/09/2025 13:10,0,391.99597,1,8.257903,4.3253565,3.9325466,0.999315,0.8164295,300,Tartu,32.31,30.08,0.0,2.842,0.5363,ColiMinder,PASS
20/09/2025 14:10,0,391.997,1,7.2050166,4.3253565,2.8796601,0.99877375,0.81945515,300,Tartu,29.88,28.77,0.0,2.8441,0.5379,ColiMinder,PASS
20/09/2025 15:10,0,391.998,1,6.6605864,4.3253565,2.3352299,0.9981848,0.8203516,300,Tartu,29.44,29.1,0.0,2.8387,0.5407,ColiMinder,PASS
20/09/2025 16:10,0,394.0,1,6.5943637,4.3253565,2.2690072,0.9983623,0.82098883,300,Tartu,29.13,29.29,0.0,2.8465,0.54,ColiMinder,PASS
20/09/2025 17:10,0,391.995,1,6.489035,4.3253565,2.1636786,0.99911886,0.8207669,300,Tartu,31.88,29.45,0.0,2.8371,0.5409,ColiMinder,PASS
20/09/2025 18:10,0,391.99402,1,6.5868897,4.3253565,2.2615333,0.9992523,0.8203787,300,Tartu,33.75,28.33,0.0,2.8366,0.5388,ColiMinder,PASS
20/09/2025 19:10,0,391.982,1,6.6831303,4.3253565,2.3577738,0.99962944,0.8198206,300,Tartu,34.75,27.28,0.0,2.8375,0.5376,ColiMinder,PASS
20/09/2025 20:10,0,392.034,1,6.6859593,4.3253565,2.3606029,0.9997465,0.8205408,300,Tartu,35.63,26.79,0.0,2.8418999,0.53735,ColiMinder,PASS
20/09/2025 21:10,0,391.96094,1,6.813137,4.3253565,2.4877806,0.99964947,0.82083905,300,Tartu,36.38,26.44,0.0,2.8376,0.5366,ColiMinder,PASS
20/09/2025 22:10,0,392.00604,1,6.9884624,4.3253565,2.663106,0.99951684,0.82110023,300,Tartu,36.88,25.75,0.0,2.8381,0.5351,ColiMinder,PASS
20/09/2025 23:10,0,391.99896,1,7.2326584,4.3253565,2.907302,0.99981403,0.82055795,300,Tartu,37.31,25.03,0.0,2.8387,0.5351,ColiMinder,PASS
21/09/2025 00:10,0,392.00098,1,7.3026743,4.3253565,2.9773178,0.999766,0.82208323,300,Tartu,37.63,24.7,0.0,2.8416,0.5363,ColiMinder,PASS
21/09/2025 01:10,0,392.00208,1,7.386597,4.3253565,3.0612407,0.9997466,0.82212865,300,Tartu,37.88,24.62,0.0,2.8446,0.53540003,ColiMinder,PASS
21/09/2025 02:10,0,391.99707,1,7.298243,4.3253565,2.9728866,0.9995448,0.8217778,300,Tartu,38.13,24.32,0.0,2.8433,0.5349,ColiMinder,PASS
21/09/2025 03:10,0,391.99896,1,8.34716,4.3253565,4.021804,0.9997178,0.82087815,300,Tartu,38.25,24.0,0.0,2.8456,0.5356,ColiMinder,PASS
21/09/2025 04:10,0,392.00098,1,8.050459,4.3253565,3.7251024,0.9998453,0.8216931,300,Tartu,38.44,23.89,0.0,2.8472,0.5369,ColiMinder,PASS
21/09/2025 05:10,0,391.99994,1,8.784186,4.3253565,4.45883,0.9998304,0.8218695,300,Tartu,38.38,23.92,0.0,2.8513,0.5358,ColiMinder,PASS
21/09/2025 06:10,0,391.99805,1,8.472699,4.3253565,4.1473427,0.99983495,0.8214427,300,Tartu,38.81,23.82,0.0,2.8589,0.5336,ColiMinder,PASS
21/09/2025 07:10,0,392.00403,1,8.899021,4.3253565,4.5736647,0.9998805,0.8222114,300,Tartu,39.38,23.44,0.0,2.8446,0.5345,ColiMinder,PASS
21/09/2025 08:10,0,392.026,1,11.383925,4.3253565,7.058569,0.99989974,0.8219587,300,Tartu,39.94,23.1,0.0,2.8509,0.5342,ColiMinder,PASS
21/09/2025 09:10,0,391.97998,1,10.9247675,4.3253565,6.599411,0.9999069,0.82264936,300,Tartu,40.69,22.87,0.0,2.8482,0.5321,ColiMinder,PASS
21/09/2025 10:10,0,392.00806,1,9.078676,4.3253565,4.7533197,0.99976695,0.82332253,300,Tartu,41.56,22.27,0.0,2.8541,0.5304,ColiMinder,PASS
21/09/2025 11:10,0,392.01007,1,8.722726,4.3253565,4.3973694,0.99952,0.825739,300,Tartu,42.63,21.13,0.0,2.87675,0.529,ColiMinder,PASS
21/09/2025 12:10,0,392.00104,1,8.517411,3.4438472,5.073564,0.99947554,0.82531434,300,Tartu,43.19,20.4,0.0,2.8658,0.52540004,ColiMinder,PASS
21/09/2025 13:10,0,392.003,1,7.901136,3.4438472,4.4572887,0.9993353,0.8259,300,Tartu,43.06,20.34,0.0,2.8553,0.5219,ColiMinder,PASS
21/09/2025 14:10,0,391.99896,1,7.7074094,3.4438472,4.263562,0.9993264,0.8256438,300,Tartu,43.25,20.38,0.0,2.8664,0.5204,ColiMinder,PASS
21/09/2025 15:10,0,392.00104,1,7.4992166,3.4438472,4.0553694,0.99956405,0.8250994,300,Tartu,43.31,20.31,0.0,2.8596,0.5189,ColiMinder,PASS
21/09/2025 16:10,0,391.99902,1,7.6211467,3.4438472,4.1772995,0.9992734,0.8243422,300,Tartu,43.19,20.05,0.0,2.8666,0.5196,ColiMinder,PASS
21/09/2025 17:10,0,392.00604,1,7.3930187,3.4438472,3.9491715,0.99946827,0.82438797,300,Tartu,42.75,20.04,0.0,2.8577,0.5214,ColiMinder,PASS
21/09/2025 18:10,0,392.01697,1,7.4178376,3.4438472,3.9739904,0.9994637,0.82422686,300,Tartu,42.44,20.3,0.0,2.8566,0.5211,ColiMinder,PASS
21/09/2025 19:10,0,391.97595,1,7.3564,3.4438472,3.9125528,0.9993885,0.8259279,300,Tartu,42.25,20.58,0.0,2.8641,0.5233,ColiMinder,PASS
21/09/2025 20:10,0,392.03998,1,7.304991,3.4438472,3.8611436,0.99967307,0.82641983,300,Tartu,42.06,20.83,0.0,2.8655,0.52175,ColiMinder,PASS
21/09/2025 21:10,0,391.97797,1,7.3230886,3.4438472,3.8792415,0.9992164,0.82698715,300,Tartu,42.19,20.65,0.0,2.8681,0.5194,ColiMinder,PASS
21/09/2025 22:10,0,391.98206,1,7.4842935,3.4438472,4.0404463,0.9996493,0.82676876,300,Tartu,42.19,20.57,0.0,2.8612,0.5212,ColiMinder,PASS
21/09/2025 23:10,0,392.028,1,7.2763467,3.4438472,3.8324995,0.9995265,0.82690513,300,Tartu,42.25,20.58,0.0,2.8606,0.5204,ColiMinder,PASS
22/09/2025 00:10,0,392.028,1,7.58314,3.4438472,4.1392927,0.9995428,0.8263831,300,Tartu,42.25,20.71,0.0,2.8606,0.5199,ColiMinder,PASS
22/09/2025 01:10,0,391.98004,1,9.517383,3.4438472,6.0735354,0.99966735,0.82559395,300,Tartu,42.06,20.81,0.0,2.8657,0.5238,ColiMinder,PASS
22/09/2025 02:10,0,392.03595,1,8.938857,3.4438472,5.49501,0.9996167,0.8263546,300,Tartu,41.88,20.67,0.0,2.8559,0.5234,ColiMinder,PASS
22/09/2025 03:10,0,392.00604,1,8.987801,3.4438472,5.5439534,0.99978995,0.8265636,300,Tartu,41.56,20.77,0.0,2.8611002,0.52330005,ColiMinder,PASS
22/09/2025 04:10,0,392.015,1,10.028039,3.4438472,6.584192,0.9998134,0.8259598,300,Tartu,41.25,20.96,0.0,2.8548,0.5244,ColiMinder,PASS
22/09/2025 05:10,0,391.97595,1,10.081144,3.4438472,6.637297,0.9998014,0.8264322,300,Tartu,40.94,21.32,0.0,2.8536,0.5259,ColiMinder,PASS
22/09/2025 06:10,0,391.97296,1,10.442957,3.4438472,6.9991097,0.9999118,0.82700855,300,Tartu,40.63,21.44,0.0,2.8583,0.5258,ColiMinder,PASS
22/09/2025 07:10,0,391.97296,1,10.030475,3.4438472,6.5866275,0.99986655,0.8271541,300,Tartu,40.19,21.41,0.0,2.8597999,0.52575004,ColiMinder,PASS
22/09/2025 08:10,0,392.01898,1,10.255874,3.4438472,6.8120265,0.99991053,0.8274562,300,Tartu,39.81,21.66,0.0,2.8569,0.5286,ColiMinder,PASS
22/09/2025 09:10,0,392.02295,1,10.580993,3.4438472,7.1371455,0.99992347,0.8269833,300,Tartu,39.63,21.99,0.0,2.8599,0.5283,ColiMinder,PASS
22/09/2025 10:10,0,392.02405,1,10.7654505,3.4438472,7.3216033,0.99990463,0.8268329,300,Tartu,39.56,22.24,0.0,2.8539,0.5281,ColiMinder,PASS
22/09/2025 11:10,0,391.96796,1,9.1041765,3.4438472,5.6603293,0.99981797,0.8260243,300,Tartu,40.13,21.77,0.0,2.8572,0.5307,ColiMinder,PASS
22/09/2025 12:10,0,392.021,1,8.185449,3.411693,4.7737556,0.99985254,0.82611346,300,Tartu,40.38,21.44,0.0,2.8659,0.5318,ColiMinder,PASS
22/09/2025 13:10,0,391.97302,1,7.591804,3.411693,4.180111,0.99984723,0.82622623,300,Tartu,39.94,21.7,0.0,2.8555,0.5308,ColiMinder,PASS
22/09/2025 14:10,0,392.0219,1,7.472326,3.411693,4.0606327,0.9998141,0.8253524,300,Tartu,39.75,22.08,0.0,2.8614,0.5314,ColiMinder,PASS
22/09/2025 15:10,0,391.97607,1,7.5991387,3.411693,4.1874456,0.9997602,0.82470024,300,Tartu,39.56,22.15,0.0,2.8526,0.5299,ColiMinder,PASS
22/09/2025 16:10,0,391.97595,1,8.517019,3.411693,5.105326,0.99987835,0.8235655,300,Tartu,39.38,22.14,0.0,2.8498,0.53155,ColiMinder,PASS
22/09/2025 17:10,0,392.04694,1,7.331843,3.411693,3.9201498,0.99981695,0.82294804,300,Tartu,39.0,22.3,0.0,2.8530002,0.53384995,ColiMinder,PASS
22/09/2025 18:10,0,392.00397,1,7.068271,3.411693,3.656578,0.99964815,0.8232652,300,Tartu,38.56,22.76,0.0,2.8580499,0.53505003,ColiMinder,PASS
22/09/2025 19:10,0,392.00104,1,7.1374335,3.411693,3.7257404,0.9997928,0.8247587,300,Tartu,38.19,23.32,0.0,2.8592,0.5372,ColiMinder,PASS
22/09/2025 20:10,0,391.99896,1,7.1105747,3.411693,3.6988816,0.99968624,0.8255344,300,Tartu,37.81,23.43,0.0,2.8607,0.5393,ColiMinder,PASS
22/09/2025 21:10,0,392.00006,1,7.4332366,3.411693,4.0215435,0.99958676,0.8261311,300,Tartu,37.5,23.66,0.0,2.8621,0.5409,ColiMinder,PASS
22/09/2025 22:10,0,392.00098,1,7.63776,3.411693,4.226067,0.99959344,0.8263286,300,Tartu,37.19,23.95,0.0,2.8628,0.5414,ColiMinder,PASS
22/09/2025 23:10,0,392.0,1,8.562834,3.411693,5.1511407,0.9998395,0.82689786,300,Tartu,36.94,24.24,0.0,2.8659,0.54215,ColiMinder,PASS
23/09/2025 00:10,0,391.99994,1,9.404936,3.411693,5.9932427,0.9997214,0.8264799,300,Tartu,36.69,24.27,0.0,2.86645,0.54425,ColiMinder,PASS
23/09/2025 01:10,0,392.002,1,9.851318,3.411693,6.4396253,0.9996927,0.8273352,300,Tartu,36.44,24.44,0.0,2.86525,0.543,ColiMinder,PASS
23/09/2025 02:10,0,392.002,1,10.1515465,3.411693,6.7398534,0.99959856,0.82756066,300,Tartu,36.25,24.7,0.0,2.8631,0.5443,ColiMinder,PASS
23/09/2025 03:10,0,392.00903,1,10.658477,3.411693,7.2467837,0.999612,0.8275508,300,Tartu,36.06,24.95,0.0,2.8703,0.5448,ColiMinder,PASS
23/09/2025 04:10,0,392.02106,1,10.706891,3.411693,7.295198,0.9996042,0.82814586,300,Tartu,35.81,24.92,0.0,2.868,0.5444,ColiMinder,PASS
23/09/2025 05:10,0,391.97595,1,11.258217,3.411693,7.846524,0.9996524,0.82820135,300,Tartu,35.63,25.06,0.0,2.8677,0.5438,ColiMinder,PASS
23/09/2025 06:10,0,391.97003,1,10.886205,3.411693,7.4745116,0.99966604,0.8270553,300,Tartu,36.06,25.26,0.0,2.8663,0.5451,ColiMinder,PASS
23/09/2025 07:10,0,392.00403,1,11.373396,3.411693,7.961703,0.9996827,0.82675344,300,Tartu,36.94,25.08,0.0,2.8619,0.5431,ColiMinder,PASS
23/09/2025 08:10,0,391.99902,1,10.897899,3.411693,7.4862056,0.99990886,0.8272067,300,Tartu,38.06,24.46,0.0,2.8653,0.5419,ColiMinder,PASS
23/09/2025 09:10,0,391.99805,1,10.751257,3.411693,7.339564,0.9998777,0.8273165,300,Tartu,38.88,23.83,0.0,2.8645,0.5417,ColiMinder,PASS
23/09/2025 10:10,0,392.002,1,10.082273,3.411693,6.6705794,0.99988747,0.8268444,300,Tartu,39.19,23.49,0.0,2.8638,0.5383,ColiMinder,PASS
23/09/2025 11:10,0,391.99103,1,10.039774,3.411693,6.628081,0.99969083,0.8280533,300,Tartu,33.63,23.05,0.0,2.8664,0.5436,ColiMinder,PASS
23/09/2025 12:10,0,391.99097,1,9.391933,3.2718918,6.120042,0.99843925,0.82651734,300,Tartu,28.38,24.94,0.0,2.8733,0.5483,ColiMinder,PASS
23/09/2025 13:10,0,391.99304,1,8.085655,3.2718918,4.8137636,0.9993538,0.82716686,300,Tartu,33.13,27.43,0.0,2.8673,0.5462,ColiMinder,PASS
23/09/2025 14:10,0,391.992,1,8.987542,3.2718918,5.7156506,0.9995398,0.8239074,300,Tartu,34.69,27.04,0.0,2.8641,0.5443,ColiMinder,PASS
23/09/2025 15:10,0,392.01898,1,7.704945,3.2718918,4.433053,0.99968594,0.8266809,300,Tartu,35.19,26.66,0.0,2.8584,0.5445,ColiMinder,PASS
23/09/2025 16:10,0,391.99597,1,7.774522,3.2718918,4.50263,0.9996428,0.82551557,300,Tartu,35.19,26.36,0.0,2.8539,0.5439,ColiMinder,PASS
23/09/2025 17:10,0,392.023,1,7.789521,3.2718918,4.5176296,0.99964786,0.82522094,300,Tartu,35.0,26.44,0.0,2.8526,0.5465,ColiMinder,PASS
23/09/2025 18:10,0,392.01593,1,7.9784894,3.2718918,4.7065973,0.9995327,0.82540995,300,Tartu,35.13,26.55,0.0,2.8579,0.5481,ColiMinder,PASS
23/09/2025 19:10,0,392.02295,1,8.310443,3.2718918,5.0385513,0.99926376,0.82519394,300,Tartu,34.88,26.6,0.0,2.8517,0.5506,ColiMinder,PASS
23/09/2025 20:10,0,392.03595,1,8.618644,3.2718918,5.346752,0.99938893,0.8250042,300,Tartu,34.44,26.67,0.0,2.8555,0.5493,ColiMinder,PASS
23/09/2025 21:10,0,392.03497,1,8.68131,3.2718918,5.409418,0.99919796,0.8249603,300,Tartu,34.25,26.79,0.0,2.8512,0.5498,ColiMinder,PASS
23/09/2025 22:10,0,391.99396,1,9.086198,3.2718918,5.8143063,0.9992193,0.8242591,300,Tartu,33.81,27.07,0.0,2.8468,0.5526,ColiMinder,PASS
23/09/2025 23:10,0,391.99396,1,8.807681,3.2718918,5.5357895,0.9993076,0.8249762,300,Tartu,33.38,27.31,0.0,2.85965,0.55254996,ColiMinder,PASS
24/09/2025 00:10,0,391.99194,1,8.927715,3.2718918,5.6558237,0.99923974,0.82433754,300,Tartu,32.94,27.46,0.0,2.8448,0.5517,ColiMinder,PASS
24/09/2025 01:10,0,391.992,1,9.054157,3.2718918,5.7822657,0.9994443,0.824196,300,Tartu,32.56,27.64,0.0,2.8401,0.5524,ColiMinder,PASS
24/09/2025 02:10,0,391.99603,1,9.261924,3.2718918,5.990032,0.99899715,0.82401824,300,Tartu,32.31,27.88,0.0,2.8451,0.5519,ColiMinder,PASS
24/09/2025 03:10,0,391.99603,1,9.483573,3.2718918,6.2116814,0.9994792,0.8232024,300,Tartu,32.19,27.83,0.0,2.83925,0.55345,ColiMinder,PASS
24/09/2025 04:10,0,391.99603,1,9.77452,3.2718918,6.5026283,0.9991156,0.8218027,300,Tartu,32.06,27.9,0.0,2.8252,0.5546,ColiMinder,PASS
24/09/2025 05:10,0,391.99298,1,10.184434,3.2718918,6.9125423,0.99895084,0.8207213,300,Tartu,32.0,28.04,0.0,2.8221,0.5558,ColiMinder,PASS
24/09/2025 06:10,0,391.99597,1,10.118417,3.2718918,6.846525,0.9992252,0.819954,300,Tartu,32.75,28.14,0.0,2.8187,0.5539,ColiMinder,PASS
24/09/2025 07:10,0,391.99103,1,10.243925,3.2718918,6.9720335,0.999526,0.8170643,300,Tartu,34.06,27.67,0.0,2.8147,0.5518,ColiMinder,PASS
24/09/2025 08:10,0,392.04205,1,9.795685,3.2718918,6.523793,0.99939305,0.8175811,300,Tartu,35.63,27.09,0.0,2.8022,0.5496,ColiMinder,PASS
24/09/2025 09:10,0,391.99695,1,9.655157,3.2718918,6.3832655,0.9992214,0.8179292,300,Tartu,36.94,26.44,0.0,2.8109,0.5487,ColiMinder,PASS
24/09/2025 10:10,0,392.00208,1,9.7398815,3.2718918,6.46799,0.9998041,0.81429607,300,Tartu,37.75,25.69,0.0,2.8047,0.5435,ColiMinder,PASS
24/09/2025 11:10,0,392.0,1,9.039508,3.2718918,5.7676163,0.9997237,0.8162333,300,Tartu,38.69,24.5,0.0,2.7996,0.5459,ColiMinder,PASS
24/09/2025 12:10,0,391.979,1,9.114737,3.1761172,5.9386196,0.99980557,0.8150714,300,Tartu,39.25,23.85,0.0,2.8048,0.5459,ColiMinder,PASS
24/09/2025 13:10,0,391.99506,1,8.941427,3.1761172,5.7653103,0.9997815,0.81453353,300,Tartu,38.81,23.96,0.0,2.7963,0.5436,ColiMinder,PASS
24/09/2025 14:10,0,392.005,1,8.869551,3.1761172,5.693434,0.9998848,0.81521124,300,Tartu,38.44,24.24,0.0,2.7998,0.5429,ColiMinder,PASS
24/09/2025 15:10,0,391.99695,1,8.764726,3.1761172,5.5886087,0.9998594,0.8143626,300,Tartu,38.13,24.27,0.0,2.7952,0.5459,ColiMinder,PASS
24/09/2025 16:10,0,392.00104,1,8.179377,3.1761172,5.0032597,0.9997581,0.8138096,300,Tartu,37.56,24.37,0.0,2.7923,0.5452,ColiMinder,PASS
24/09/2025 17:10,0,391.99896,1,7.972528,3.1761172,4.7964106,0.99948823,0.814254,300,Tartu,36.5,24.75,0.0,2.7934,0.5506,ColiMinder,PASS
24/09/2025 18:10,0,391.98895,1,8.3409,3.1761172,5.1647835,0.9995473,0.8154203,300,Tartu,35.5,25.42,0.0,2.7992,0.55289996,ColiMinder,PASS
24/09/2025 19:10,0,392.031,1,8.83354,3.1761172,5.657423,0.99948597,0.81589246,300,Tartu,34.69,25.98,0.0,2.8097,0.5558,ColiMinder,PASS
24/09/2025 20:10,0,391.99103,1,9.205544,3.1761172,6.0294275,0.9994391,0.8162586,300,Tartu,34.0,26.62,0.0,2.7984,0.5562,ColiMinder,PASS
24/09/2025 21:10,0,391.992,1,9.167607,3.1761172,5.9914904,0.99963546,0.8160532,300,Tartu,33.44,27.14,0.0,2.7969,0.5563,ColiMinder,PASS
24/09/2025 22:10,0,391.99292,1,8.842727,3.1761172,5.66661,0.9991964,0.8164003,300,Tartu,32.81,27.57,0.0,2.80375,0.5573,ColiMinder,PASS
24/09/2025 23:10,0,391.99603,1,8.89145,3.1761172,5.715333,0.9988872,0.8164143,300,Tartu,32.31,27.73,0.0,2.8034,0.5566,ColiMinder,PASS
25/09/2025 00:10,0,391.997,1,8.690988,3.1761172,5.5148706,0.998786,0.81689835,300,Tartu,31.88,27.92,0.0,2.7965,0.5585,ColiMinder,PASS
25/09/2025 01:10,0,391.99792,1,8.911883,3.1761172,5.7357664,0.99873334,0.8167678,300,Tartu,31.44,28.24,0.0,2.7978,0.5592,ColiMinder,PASS
25/09/2025 02:10,0,391.99902,1,8.640815,3.1761172,5.464698,0.9986419,0.81599766,300,Tartu,31.06,28.53,0.0,2.7973,0.5592,ColiMinder,PASS
25/09/2025 03:10,0,391.99597,1,8.831689,3.1761172,5.655572,0.998641,0.8161057,300,Tartu,30.75,28.68,0.0,2.7983499,0.56,ColiMinder,PASS
25/09/2025 04:10,0,392.04596,1,9.388226,3.1761172,6.2121086,0.99899286,0.8151409,300,Tartu,30.44,28.95,0.0,2.7885,0.5596,ColiMinder,PASS
25/09/2025 05:10,0,391.99805,1,9.778597,3.1761172,6.60248,0.9988021,0.8144836,300,Tartu,30.31,29.3,0.0,2.7922,0.5615,ColiMinder,PASS
25/09/2025 06:10,0,391.99194,1,10.499587,3.1761172,7.32347,0.9990014,0.81488013,300,Tartu,31.0,29.57,0.0,2.79425,0.56,ColiMinder,PASS
25/09/2025 07:10,0,393.998,1,10.737565,3.1761172,7.561448,0.99934745,0.815708,300,Tartu,32.38,29.2,0.0,2.7966,0.5593,ColiMinder,PASS
25/09/2025 08:10,0,392.04303,1,10.028745,3.1761172,6.8526278,0.99930984,0.81495744,300,Tartu,34.13,28.28,0.0,2.7926,0.5553,ColiMinder,PASS
25/09/2025 09:10,0,391.992,1,10.051218,3.1761172,6.875101,0.9994369,0.8148525,300,Tartu,35.81,27.53,0.0,2.794,0.5532,ColiMinder,PASS
25/09/2025 10:10,0,391.99902,1,9.523583,3.1761172,6.3474665,0.9996532,0.814351,300,Tartu,37.13,26.65,0.0,2.7942,0.5484,ColiMinder,PASS
25/09/2025 11:10,0,392.00397,1,9.369151,3.1761172,6.193034,0.9995336,0.8097121,300,Tartu,38.69,25.35,0.0,2.7789,0.5443,ColiMinder,PASS
25/09/2025 12:10,0,392.024,1,9.03003,3.1620128,5.868017,0.99974096,0.8118472,300,Tartu,39.5,24.31,0.0,2.7883,0.5447,ColiMinder,PASS
25/09/2025 13:10,0,392.00403,1,8.867729,3.1620128,5.705716,0.99992245,0.8130255,300,Tartu,39.19,24.29,0.0,2.78305,0.543,ColiMinder,PASS
25/09/2025 14:10,0,392.00098,1,8.699401,3.1620128,5.537388,0.999814,0.8135681,300,Tartu,38.56,24.31,0.0,2.7891,0.5466,ColiMinder,PASS
25/09/2025 15:10,0,391.995,1,8.889692,3.1620128,5.7276793,0.99964684,0.8138194,300,Tartu,38.25,24.36,0.0,2.7975,0.5481,ColiMinder,PASS
25/09/2025 16:10,0,392.00305,1,9.48161,3.1620128,6.3195972,0.9998391,0.81458884,300,Tartu,37.69,24.56,0.0,2.80115,0.54929996,ColiMinder,PASS
25/09/2025 17:10,0,392.00098,1,9.044378,3.1620128,5.882365,0.9995752,0.8156783,300,Tartu,37.0,25.0,0.0,2.8014,0.5506,ColiMinder,PASS
25/09/2025 18:10,0,392.00403,1,9.429098,3.1620128,6.267085,0.9997245,0.8164486,300,Tartu,36.44,25.25,0.0,2.8003,0.553,ColiMinder,PASS
25/09/2025 19:10,0,392.02502,1,9.480358,3.1620128,6.318345,0.99966514,0.8169801,300,Tartu,35.81,25.52,0.0,2.7976,0.5536,ColiMinder,PASS
29/09/2025 17:50,0,391.989,1,4.200575,3.1620128,1.038562,0.9539806,0.84394497,300,,20.69,34.01,0.0,3.1184,0.6094,ColiMinder,PASS
29/09/2025 18:50,0,391.99695,1,7.284134,3.1620128,4.122121,0.99658513,0.82934344,300,,23.25,35.25,0.0,2.8441,0.5529,ColiMinder,PASS
29/09/2025 19:50,0,391.99207,1,7.840517,3.1620128,4.678504,0.99686456,0.8291854,300,,26.0,34.62,0.0,2.8444,0.5517,ColiMinder,PASS
29/09/2025 20:50,0,391.99,1,7.842716,3.1620128,4.680703,0.9973594,0.82910645,300,,27.81,33.65,0.0,2.8492,0.5504,ColiMinder,PASS
29/09/2025 21:50,0,391.98193,1,7.571172,3.1620128,4.4091597,0.9982563,0.830106,300,,28.81,32.87,0.0,2.8474,0.5501,ColiMinder,PASS
29/09/2025 22:50,0,392.03302,1,7.652722,3.1620128,4.4907093,0.9981712,0.8299539,300,,29.19,32.44,0.0,2.8509,0.5501,ColiMinder,PASS
29/09/2025 23:50,0,391.97894,1,7.3047876,3.1620128,4.1427746,0.99820906,0.83026546,300,,29.25,32.15,0.0,2.8484,0.5523,ColiMinder,PASS
30/09/2025 00:50,0,391.98206,1,7.430342,3.1620128,4.2683296,0.99788207,0.82995623,300,,29.19,31.96,0.0,2.8487,0.5523,ColiMinder,PASS
30/09/2025 01:50,0,391.98798,1,7.5585656,3.1620128,4.396553,0.99793077,0.8288578,300,,29.0,31.94,0.0,2.8504,0.5506,ColiMinder,PASS
30/09/2025 02:50,0,391.99597,1,7.3346777,3.1620128,4.1726646,0.99813634,0.8292885,300,,28.81,32.06,0.0,2.8496,0.55404997,ColiMinder,PASS
30/09/2025 03:50,0,391.98193,1,7.3825994,3.1620128,4.220587,0.99812996,0.8296107,300,,28.75,32.32,0.0,2.8459,0.5541,ColiMinder,PASS
30/09/2025 04:50,0,391.98303,1,7.5539737,3.1620128,4.391961,0.997236,0.82914376,300,,28.75,32.4,0.0,2.846,0.5543,ColiMinder,PASS
30/09/2025 05:50,0,391.979,1,7.772811,3.1620128,4.610798,0.998514,0.82918376,300,,29.0,32.51,0.0,2.8466,0.5565,ColiMinder,PASS
30/09/2025 06:50,0,391.982,1,7.9138947,3.1620128,4.7518816,0.997915,0.8282923,300,,29.5,32.56,0.0,2.84485,0.55095,ColiMinder,PASS
30/09/2025 07:50,0,391.98895,1,7.9107842,3.1620128,4.7487717,0.99796283,0.8295131,300,,29.69,32.28,0.0,2.8454,0.5531,ColiMinder,PASS
30/09/2025 08:50,0,392.03204,1,7.9439263,3.1620128,4.7819138,0.9979603,0.82821786,300,,29.88,32.05,0.0,2.8483,0.5533,ColiMinder,PASS
30/09/2025 09:50,0,391.97803,1,8.631048,3.1620128,5.469035,0.99843115,0.8273186,300,,31.06,31.79,0.0,2.8383,0.5494,ColiMinder,PASS
30/09/2025 10:50,0,391.99103,1,7.9107256,3.1620128,4.7487125,0.9991553,0.8284351,300,,32.56,31.14,0.0,2.8460999,0.5474,ColiMinder,PASS
30/09/2025 11:50,0,392.03894,1,7.7302556,3.1620128,4.568243,0.99892074,0.8272627,300,,31.81,30.54,0.0,2.8431,0.5474,ColiMinder,PASS
30/09/2025 12:50,0,391.99194,1,8.170836,3.1620128,5.0088234,0.9989255,0.8242174,300,,31.75,30.56,0.0,2.8385,0.54535,ColiMinder,PASS
30/09/2025 13:50,0,391.98798,1,7.6712036,3.1620128,4.5091906,0.99868053,0.82715356,300,,31.06,30.63,0.0,2.8426,0.546,ColiMinder,PASS
