UID;eStateEval;duration;activeSample;mUraw;mUoffset;mU;mUconfidence;transCorrMean;AssayType;Notes;TempDataLog;TempCH3;TransHigh;SamTrans;SamFluor
1761578546;0;392.02496;1;5.1795077;1.9937582;3.1857495;0.99688417;0.8384133;300;New PCB;29.06;39.69;0.0;2.8404;0.5845
1761582146;0;392.029;1;5.022289;1.9937582;3.0285306;0.99643934;0.8384309;300;New PCB;29.44;39.51;0.0;2.8458;0.5846
1761585745;0;391.98004;1;5.039457;1.9937582;3.0456986;0.99707496;0.83831286;300;New PCB;29.56;39.46;0.0;2.8438;0.5849
1761589345;0;391.98096;1;4.990813;1.9937582;2.9970546;0.997227;0.8389209;300;New PCB;29.69;39.26;0.0;2.8576;0.5843
1761592946;0;392.02692;1;5.0129733;1.9937582;3.019215;0.9972935;0.8391866;300;New PCB;29.63;39.2;0.0;2.8451;0.5846
1761596544;0;392.026;1;5.0955415;1.9937582;3.1017833;0.9967495;0.8394586;300;New PCB;29.5;39.24;0.0;2.8531;0.58385
1761600145;0;391.97797;1;5.0162153;1.9937582;3.0224571;0.9966861;0.83916366;300;New PCB;29.0;39.25;0.0;2.846;0.5847
1761603746;0;391.97595;1;4.922894;1.9937582;2.9291358;0.9964945;0.8395826;300;New PCB;28.56;39.5;0.0;2.8541498;0.5857
1761607346;0;391.97607;1;4.972921;1.9937582;2.9791627;0.99685407;0.8398564;300;New PCB;28.44;39.63;0.0;2.8477;0.5858
1761610946;0;391.98206;1;4.874226;1.9937582;2.880468;0.9960441;0.83968127;300;New PCB;28.38;39.78;0.0;2.85605;0.58655
1761614545;0;391.97705;1;5.2326365;1.9937582;3.2388783;0.99640554;0.83910197;300;New PCB;28.75;39.73;0.0;2.85275;0.58915
1761618145;0;392.02698;1;4.860684;1.9937582;2.8669257;0.99702024;0.8400298;300;New PCB;29.13;39.66;0.0;2.8462;0.5854
1761621746;0;391.97797;1;4.881114;1.9937582;2.8873558;0.99668586;0.8394354;300;New PCB;29.38;39.66;0.0;2.8459;0.5856
1761625346;0;392.03198;1;4.9701204;1.9937582;2.9763622;0.9966751;0.83963716;300;New PCB;29.38;39.5;0.0;2.8538;0.5871
1761628947;0;392.02606;1;4.9201756;1.9937582;2.9264174;0.99667937;0.8398327;300;New PCB;29.5;39.43;0.0;2.848;0.5861
1761632545;0;391.974;1;4.8416266;1.9937582;2.8478684;0.9973978;0.84003675;300;New PCB;29.5;39.42;0.0;2.8506;0.5869
1761636146;0;391.98096;1;4.7846103;1.9937582;2.790852;0.996101;0.83996886;300;New PCB;28.81;39.51;0.0;2.8516;0.5895
1761639744;0;391.98694;1;4.782894;1.9937582;2.789136;0.9958038;0.84029514;300;New PCB;28.44;39.65;0.0;2.8452;0.5868
1761643345;0;392.03906;1;4.88259;1.9937582;2.8888316;0.99374586;0.8405616;300;New PCB;29.31;39.55;0.0;2.8559;0.5899
1761644975;0;391.98297;0;2.119866;0.0;2.119866;0.99891436;0.9807661;300;;27.81;39.24;0.0;0.0;0.0
1761646946;0;392.00793;1;25.49832;2.119866;23.378454;0.9992752;0.7613556;300;New PCB;27.94;39.8;0.0;2.39885;0.71945
1761650546;0;392.00195;1;13.087645;2.119866;10.967779;0.9984927;0.7819829;300;New PCB;28.94;40.03;0.0;2.5545;0.6198
1761654144;0;393.99396;1;9.711047;2.119866;7.5911813;0.99882597;0.8015996;300;New PCB;30.13;39.65;0.0;2.64755;0.59255004
1761657744;0;392.037;1;9.187663;2.119866;7.067797;0.9987692;0.8058898;300;New PCB;30.25;39.47;0.0;2.6691;0.5878
1761661345;0;391.995;1;8.116073;2.119866;5.9962068;0.9978229;0.80555;300;New PCB;30.63;39.29;0.0;2.6883;0.5816
1761664945;0;391.98602;1;7.433076;2.119866;5.31321;0.99832124;0.8125372;300;New PCB;30.88;39.05;0.0;2.7278;0.5779
1761668544;0;391.987;1;6.6922126;2.119866;4.5723467;0.99754;0.8142515;300;New PCB;31.0;38.88;0.0;2.7319;0.5736
1761672145;0;391.98297;1;6.504372;2.119866;4.384506;0.9979667;0.81705564;300;New PCB;31.0;38.81;0.0;2.7406;0.5714
1761675745;0;391.98505;1;6.3323574;2.119866;4.2124915;0.99795246;0.816954;300;New PCB;31.19;38.5;0.0;2.7459;0.5696
1761679346;0;392.03497;1;6.0502157;2.119866;3.9303498;0.99834496;0.8190362;300;New PCB;31.69;38.25;0.0;2.7554998;0.57065
1761682944;0;392.04504;1;6.2413063;2.119866;4.1214404;0.99841297;0.8195117;300;New PCB;31.88;38.11;0.0;2.758;0.57
1761686545;0;391.98602;1;6.233008;2.119866;4.113142;0.99843824;0.8199266;300;New PCB;32.06;37.87;0.0;2.7526;0.5698
1761690148;0;391.997;1;7.1001043;2.119866;4.9802384;0.99854416;0.8191438;300;New PCB;31.94;37.71;0.0;2.7563;0.5691
1761693744;0;393.99;1;6.0541286;2.119866;3.9342628;0.9974116;0.8217881;300;New PCB;31.88;37.73;0.0;2.764;0.5691
1761697345;0;391.97998;1;6.0925217;2.119866;3.9726558;0.99804133;0.8224358;300;New PCB;32.06;37.86;0.0;2.7589;0.5692
1761700945;0;392.037;1;6.3241415;2.119866;4.2042756;0.9984268;0.8220179;300;New PCB;32.38;37.57;0.0;2.7634;0.5688
1761704546;0;392.00006;1;6.176855;2.119866;4.056989;0.99812037;0.82383436;300;New PCB;32.69;37.4;0.0;2.759;0.5707
1761708145;0;391.99493;1;6.107377;2.119866;3.9875112;0.9984586;0.82400644;300;New PCB;32.88;37.34;0.0;2.7634;0.568
1761711747;0;391.98297;1;5.9916453;2.119866;3.8717794;0.99823916;0.8156699;300;New PCB;33.06;37.19;0.0;2.76465;0.56865
1761715347;0;391.98596;1;6.1106653;2.119866;3.9907994;0.99829674;0.82445234;300;New PCB;33.0;36.99;0.0;2.7719;0.5676
1761718945;0;391.98596;1;5.8940425;2.119866;3.7741766;0.9982532;0.8247606;300;New PCB;32.75;37.01;0.0;2.7688;0.5681
1761722546;0;392.03802;1;6.31458;2.119866;4.194714;0.99826515;0.8234082;300;New PCB;32.63;37.24;0.0;2.7592502;0.56895
1761726147;0;392.00104;1;6.0983896;2.119866;3.9785237;0.9983926;0.82328075;300;New PCB;32.69;37.13;0.0;2.7631;0.567
1761729745;0;392.03595;1;6.005662;2.119866;3.885796;0.9977406;0.8205829;300;New PCB;33.31;36.75;0.0;2.7488;0.5696
1761731379;0;392.02795;0;2.2423594;0.0;2.2423594;0.99937767;0.9788357;300;;33.5;36.7;0.0;0.0;0.0
1761733345;0;392.037;1;6.0732365;2.2423594;3.830877;0.9978572;0.81836456;300;New PCB;33.69;36.61;0.0;2.7777;0.5716
1761736947;0;391.99805;1;6.767711;2.2423594;4.5253515;0.9988686;0.81977075;300;New PCB;33.44;36.77;0.0;2.7556;0.5645
1761740544;0;391.99603;1;6.4845915;2.2423594;4.2422323;0.99862653;0.8196361;300;New PCB;33.69;36.63;0.0;2.7555;0.5639
1761744145;0;391.99493;1;6.3332443;2.2423594;4.090885;0.9985573;0.8174125;300;New PCB;34.0;36.5;0.0;2.7512;0.5628
1761747746;0;391.995;1;6.5027447;2.2423594;4.2603855;0.9989769;0.8184985;300;New PCB;34.0;36.54;0.0;2.7602;0.5622
1761751344;0;391.98596;1;8.473246;2.2423594;6.2308865;0.998866;0.8200564;300;New PCB;33.88;36.39;0.0;2.7653;0.5624
1761754946;0;391.99695;1;11.055867;2.2423594;8.813508;0.9993371;0.8195398;300;New PCB;33.63;36.36;0.0;2.7584;0.5632
1761758546;0;391.99493;1;9.103861;2.2423594;6.8615017;0.9990472;0.82124364;300;New PCB;33.38;36.51;0.0;2.7596;0.5644
1761762144;0;393.99097;1;7.952482;2.2423594;5.710123;0.9985511;0.82055026;300;New PCB;33.0;36.7;0.0;2.7646;0.5651
1761765745;0;392.034;1;6.7429233;2.2423594;4.5005636;0.9985296;0.8220797;300;New PCB;31.88;36.92;0.0;2.7623;0.5666
1761769345;0;391.97998;1;6.4645033;2.2423594;4.222144;0.9981639;0.82205737;300;New PCB;31.81;37.17;0.0;2.7633;0.56659997
1761772946;0;391.982;1;6.348205;2.2423594;4.1058455;0.9977559;0.8231235;300;New PCB;31.81;37.41;0.0;2.7753;0.5664
1761776545;0;392.03302;1;6.360506;2.2423594;4.118147;0.998866;0.82260245;300;New PCB;31.94;37.36;0.0;2.7598;0.567
1761780145;0;391.98694;1;6.246916;2.2423594;4.0045567;0.9981464;0.823969;300;New PCB;31.94;37.29;0.0;2.7674;0.5669
1761783746;0;391.98303;1;6.222347;2.2423594;3.9799874;0.99819106;0.82394373;300;New PCB;31.44;37.37;0.0;2.7689;0.5702
1761787344;0;392.03497;1;6.2082405;2.2423594;3.965881;0.99758434;0.82521325;300;New PCB;30.81;37.66;0.0;2.7775;0.5714
1761790945;0;392.03003;1;6.2605267;2.2423594;4.0181675;0.9978672;0.82614493;300;New PCB;30.44;37.82;0.0;2.78;0.5718
1761794546;0;391.98505;1;6.2737303;2.2423594;4.031371;0.9967046;0.82539934;300;New PCB;30.13;37.99;0.0;2.7746;0.57159996
1761798146;0;391.98596;1;6.4124465;2.2423594;4.170087;0.99699503;0.82624817;300;New PCB;29.94;38.25;0.0;2.7666;0.5712
1761801745;0;391.98602;1;6.424383;2.2423594;4.182024;0.99731153;0.82671154;300;New PCB;29.94;38.4;0.0;2.7728;0.5751
1761805345;0;391.987;1;6.500371;2.2423594;4.258012;0.99741375;0.8267876;300;New PCB;30.19;38.39;0.0;2.7713;0.57
1761808946;0;391.98596;1;6.456864;2.2423594;4.2145042;0.9967647;0.8261402;300;New PCB;30.25;38.35;0.0;2.7664;0.57
1761812546;0;392.03693;1;6.442328;2.2423594;4.1999683;0.9982573;0.8256693;300;New PCB;29.88;38.38;0.0;2.7753;0.5703
1761816145;0;391.99103;1;6.772721;2.2423594;4.530361;0.99713403;0.8213451;300;New PCB;29.88;38.27;0.0;2.7666;0.5729
1761817787;0;391.992;0;2.1784694;0.0;2.1784694;0.99892706;0.97944546;300;;30.38;38.36;0.0;0.0;0.0
1761819747;0;391.985;1;6.584448;2.1784694;4.405978;0.99794316;0.82099414;300;New PCB;30.69;38.2;0.0;2.7789;0.5729
1761823346;0;391.987;1;6.4321165;2.1784694;4.253647;0.9980737;0.8173256;300;New PCB;30.31;38.29;0.0;2.75155;0.5653
1761826946;0;391.987;1;6.4069476;2.1784694;4.2284784;0.9983324;0.81704134;300;New PCB;30.31;38.44;0.0;2.745;0.5645
1761830545;0;392.03497;1;6.2102666;2.1784694;4.0317974;0.9981293;0.81483954;300;New PCB;30.56;38.42;0.0;2.749;0.5671
1761834145;0;391.987;1;6.283679;2.1784694;4.1052094;0.99861544;0.8166921;300;New PCB;30.56;38.32;0.0;2.7514;0.5652
1761837746;0;393.98993;1;6.149414;2.1784694;3.9709446;0.9973638;0.8186999;300;New PCB;30.25;38.4;0.0;2.75505;0.56735003
1761841346;0;391.99304;1;6.2699823;2.1784694;4.0915127;0.9966641;0.8180444;300;New PCB;30.0;38.44;0.0;2.7517;0.5665
1761844945;0;392.03998;1;6.837561;2.1784694;4.659092;0.9967064;0.81972396;300;New PCB;29.31;38.54;0.0;2.7634;0.5682
1761848545;0;392.03998;1;7.7695017;2.1784694;5.591032;0.99761957;0.82148176;300;New PCB;27.69;39.19;0.0;2.7647;0.5715
1761852146;0;391.99097;1;7.8981066;2.1784694;5.719637;0.9976324;0.8204804;300;New PCB;27.81;39.73;0.0;2.7543502;0.57085
1761855746;0;391.99695;1;8.386037;2.1784694;6.207567;0.9979184;0.8207304;300;New PCB;27.94;39.87;0.0;2.7545;0.5745
1761859347;0;391.99896;1;8.623782;2.1784694;6.4453125;0.99784476;0.82038057;300;New PCB;28.38;40.01;0.0;2.75545;0.5719
1761862945;0;391.99304;1;8.8539715;2.1784694;6.675502;0.99781674;0.8201653;300;New PCB;28.44;39.94;0.0;2.7516;0.5711
1761866546;0;391.99298;1;9.273016;2.1784694;7.0945463;0.998343;0.8226512;300;New PCB;28.38;39.9;0.0;2.7621999;0.57065
1761870146;0;391.98798;1;11.893188;2.1784694;9.714719;0.99928725;0.8217059;300;New PCB;28.94;39.9;0.0;2.7598;0.57135
1761873746;0;392.03503;1;11.282971;2.1784694;9.104502;0.999227;0.82190853;300;New PCB;30.0;39.83;0.0;2.7478;0.5691
1761877345;0;391.985;1;12.126084;2.1784694;9.947615;0.9990512;0.8225793;300;New PCB;30.75;39.37;0.0;2.7546;0.5691
1761880946;0;391.99792;1;11.296023;2.1784694;9.117554;0.99929786;0.82301486;300;New PCB;31.69;38.92;0.0;2.759;0.5666
1761884546;0;391.98505;1;10.466202;2.1784694;8.287732;0.99916494;0.8235722;300;New PCB;32.25;38.42;0.0;2.7603;0.5671
1761888147;0;391.99603;1;10.224809;2.1784694;8.046339;0.99902076;0.8233858;300;New PCB;32.56;37.97;0.0;2.7706;0.566
1761891747;0;391.99805;1;10.449497;2.1784694;8.271028;0.9990455;0.82405114;300;New PCB;32.75;37.61;0.0;2.7744;0.56509995
1761895346;0;392.037;1;10.679697;2.1784694;8.501227;0.99931663;0.8231635;300;New PCB;32.94;37.45;0.0;2.7599;0.5661
1761898947;0;391.997;1;10.121208;2.1784694;7.9427385;0.9993821;0.8229946;300;New PCB;33.13;37.45;0.0;2.7663498;0.5666
1761902546;0;391.99902;1;9.326259;2.1784694;7.147789;0.9991146;0.82285136;300;New PCB;33.88;36.88;0.0;2.7767;0.5696
1761904138;0;392.02002;0;2.3390315;0.0;2.3390315;0.9994615;0.9784672;300;;34.06;36.61;0.0;0.0;0.0
1761906146;0;392.02594;1;9.253283;2.3390315;6.9142513;0.9989414;0.8200337;300;New PCB;34.19;36.45;0.0;2.7674;0.5676
1761913682;0;392.00098;1;20.606497;2.3390315;18.267466;0.9991192;0.8180387;300;New PCB;27.06;38.63;0.0;2.72645;0.58875
1761917281;0;392.002;1;8.801442;2.3390315;6.462411;0.99780405;0.8196395;300;New PCB;26.31;39.71;0.0;2.7584;0.5757
1761920881;0;392.00403;1;7.7229476;2.3390315;5.383916;0.9963933;0.8192904;300;New PCB;25.5;40.35;0.0;2.7509;0.5743
1761928021;0;391.96295;1;6.403898;2.3390315;4.064866;0.99486303;0.82022697;300;;22.81;39.02;0.0;2.7639;0.5873
1761931620;0;391.95203;1;7.216479;2.3390315;4.877447;0.99716556;0.81693953;300;;25.06;40.72;0.0;2.7484;0.5747
1761935220;0;391.99603;1;7.912963;2.3390315;5.5739317;0.9980638;0.8148051;300;;27.19;40.67;0.0;2.7544;0.57355
1761938821;0;392.04004;1;8.100443;2.3390315;5.7614117;0.99816644;0.8170114;300;;28.5;40.25;0.0;2.7591;0.5723
1761942421;0;392.03302;1;8.113545;2.3390315;5.774514;0.9986398;0.8186474;300;;29.38;39.81;0.0;2.7599;0.5719
1761946021;0;391.987;1;8.435234;2.3390315;6.096203;0.99841243;0.8188648;300;;29.88;39.55;0.0;2.7758;0.5708
1761949620;0;391.982;1;9.240946;2.3390315;6.9019146;0.99888283;0.81800836;300;;30.31;39.46;0.0;2.7606;0.5683
1761953221;0;391.98102;1;8.768334;2.3390315;6.429303;0.99872506;0.81887853;300;;30.63;39.2;0.0;2.7605;0.569
1761956821;0;391.99103;1;8.898401;2.3390315;6.55937;0.999263;0.8182659;300;;31.0;39.02;0.0;2.7522;0.5685
1761960420;0;391.98206;1;9.299153;2.3390315;6.960122;0.9987986;0.8193898;300;;31.25;38.98;0.0;2.7636;0.5714
1761964020;0;391.997;1;9.575076;2.3390315;7.236045;0.9992291;0.8191361;300;;31.38;38.75;0.0;2.7689;0.5692
1761967621;0;391.99103;1;9.5780115;2.3390315;7.2389803;0.99918437;0.8202523;300;;31.56;38.42;0.0;2.7649;0.5706
1761971221;0;391.995;1;9.642378;2.3390315;7.3033466;0.9993882;0.8192219;300;;31.81;38.24;0.0;2.7671;0.5691
1761974820;0;392.034;1;9.760294;2.3390315;7.4212627;0.9993145;0.81836116;300;;31.88;38.19;0.0;2.7662;0.5714
1761978423;0;391.98303;1;9.936143;2.3390315;7.5971117;0.99911207;0.81835085;300;;31.88;37.98;0.0;2.7721;0.57165
1761982021;0;392.03198;1;10.264156;2.3390315;7.925125;0.99905044;0.8174372;300;;31.94;37.9;0.0;2.7718;0.5708
1761985620;0;392.002;1;10.659508;2.3390315;8.320477;0.99923354;0.8155529;300;;31.94;37.98;0.0;2.7728;0.5713
1761989220;0;391.982;1;10.943952;2.3390315;8.60492;0.9990574;0.8136676;300;;31.94;37.97;0.0;2.77145;0.5705
1761992821;0;391.997;1;10.85594;2.3390315;8.516909;0.99897254;0.81378096;300;;32.06;37.85;0.0;2.7806;0.5699
1761996422;0;392.04498;1;10.960991;2.3390315;8.62196;0.99950916;0.81195015;300;;32.31;37.78;0.0;2.7756;0.57005
1762000020;0;391.992;1;11.137694;2.3390315;8.798663;0.99923885;0.801725;300;;32.5;37.8;0.0;2.7359;0.5725
1762003621;0;391.98895;1;11.420184;2.3390315;9.081153;0.99929684;0.79752433;300;;32.56;37.63;0.0;2.7364;0.5664
1762007222;0;391.98102;1;11.283524;2.3390315;8.944492;0.99840766;0.8018252;300;;33.0;37.22;0.0;2.7649;0.5707
1762008842;0;391.97998;0;7.0821953;0.0;7.0821953;0.9997503;0.96075886;300;;33.13;37.16;0.0;0.0;0.0
1762010820;0;391.98102;1;11.12464;7.0821953;4.042445;0.9987364;0.808067;300;;33.06;37.08;0.0;2.7764;0.5746
1762014421;0;391.98206;1;11.515659;7.0821953;4.433464;0.9990677;0.80866647;300;;32.69;37.42;0.0;2.7728;0.5709
1762018021;0;391.99298;1;11.494618;7.0821953;4.412423;0.9991951;0.80890083;300;;32.5;37.39;0.0;2.7768;0.57
1762021620;0;392.04498;1;11.332233;7.0821953;4.250038;0.99936956;0.809245;300;;32.56;37.41;0.0;2.7680001;0.57075
1762025221;0;392.044;1;11.26312;7.0821953;4.1809244;0.99932677;0.808716;300;;32.63;37.53;0.0;2.7687;0.5691
1762028821;0;391.98096;1;12.044177;7.0821953;4.961982;0.9992031;0.80980027;300;;32.69;37.47;0.0;2.781;0.5699
1762032422;0;391.98096;1;14.655973;7.0821953;7.573778;0.9993601;0.8088489;300;;32.75;37.35;0.0;2.7591;0.569
1762036020;0;391.99805;1;13.917791;7.0821953;6.835596;0.99944746;0.807582;300;;32.63;37.35;0.0;2.7522001;0.5682
1762039621;0;391.98395;1;13.422704;7.0821953;6.3405085;0.9991525;0.80818456;300;;32.63;37.51;0.0;2.76195;0.56935
1762043222;0;392.03302;1;12.40066;7.0821953;5.3184643;0.99924135;0.8100346;300;;32.31;37.35;0.0;2.7615;0.5681
1762046820;0;392.03192;1;11.710065;7.0821953;4.6278696;0.99893814;0.81173265;300;;31.38;37.54;0.0;2.7753;0.5699
1762050421;0;392.03394;1;11.286286;7.0821953;4.204091;0.9991404;0.8127998;300;;31.25;37.92;0.0;2.7657;0.5713
1762054021;0;392.03107;1;10.775899;7.0821953;3.6937037;0.99905825;0.8147347;300;;30.31;38.08;0.0;2.7782;0.5736
1762057624;0;391.987;1;11.088654;7.0821953;4.0064583;0.99898064;0.8145639;300;;29.81;38.43;0.0;2.7736;0.5743
1762061220;0;391.98804;1;10.311486;7.0821953;3.229291;0.9984733;0.8157265;300;;28.81;38.78;0.0;2.7788;0.5737
1762064821;0;393.99597;1;10.194044;7.0821953;3.1118488;0.9982963;0.81526023;300;;27.88;39.55;0.0;2.7696;0.5773
1762068421;0;391.99506;1;9.884843;7.0821953;2.8026476;0.9981948;0.8150863;300;;26.94;39.97;0.0;2.7611;0.5765
1762072022;0;391.997;1;9.648675;7.0821953;2.5664797;0.9975186;0.8143026;300;;26.44;40.31;0.0;2.7505;0.5759
1762075622;0;391.99493;1;9.458571;7.0821953;2.3763762;0.9982143;0.81334114;300;;26.5;40.63;0.0;2.7681;0.5772
1762079220;0;392.00604;1;9.594882;7.0821953;2.5126867;0.9975013;0.8082148;300;;27.0;40.68;0.0;2.7643;0.57565
1762082821;0;392.04797;1;9.45813;7.0821953;2.3759346;0.99808365;0.8105419;300;;26.69;40.41;0.0;2.7641;0.5738
1762086421;0;392.00006;1;8.843152;7.0821953;1.7609568;0.9969546;0.8131623;300;;23.63;40.77;0.0;2.7588;0.57885003
1762090022;0;391.96704;1;8.395504;7.0821953;1.3133087;0.9961029;0.8106884;300;;22.63;41.65;0.0;2.7636;0.5799
1762093622;0;392.005;1;8.37554;7.0821953;1.2933445;0.9962371;0.8099557;300;;24.25;42.38;0.0;2.7756;0.5828
1762095248;0;391.98303;0;4.749134;0.0;4.749134;0.9993156;0.9696038;300;;25.25;42.3;0.0;0.0;0.0
1762097222;0;392.00104;1;8.94526;4.749134;4.196126;0.99629176;0.8118037;300;;26.19;42.01;0.0;2.7791;0.5834
1762100820;0;391.99597;1;9.065732;4.749134;4.316598;0.9979681;0.8112074;300;;26.94;41.56;0.0;2.7749;0.5776
1762104421;0;391.99396;1;9.114434;4.749134;4.3653;0.99784493;0.8124464;300;;27.81;41.06;0.0;2.7694;0.5792
1762108021;0;392.03607;1;9.31826;4.749134;4.569126;0.99844223;0.81146836;300;;29.25;40.61;0.0;2.7694;0.5774
1762111622;0;392.03302;1;9.351544;4.749134;4.6024103;0.9989487;0.8123198;300;;30.38;40.21;0.0;2.7673;0.5727
1762115220;0;391.98303;1;9.278505;4.749134;4.5293713;0.99879754;0.81232625;300;;31.06;39.68;0.0;2.76405;0.57159996
1762118821;0;391.97894;1;9.621502;4.749134;4.872368;0.9989173;0.81337106;300;;31.63;39.25;0.0;2.77455;0.5725
1762122421;0;391.99103;1;9.397992;4.749134;4.648858;0.99936146;0.8139162;300;;32.0;39.02;0.0;2.7724;0.5709
1762126022;0;391.98102;1;9.459561;4.749134;4.7104273;0.99895704;0.81461245;300;;32.31;38.88;0.0;2.7684;0.5707
1762129621;0;391.98096;1;9.403004;4.749134;4.6538696;0.9990232;0.81483126;300;;32.63;38.36;0.0;2.7677;0.5713
1762133223;0;391.997;1;9.691987;4.749134;4.942853;0.99936557;0.8155671;300;;32.88;38.04;0.0;2.7771;0.5714
1762136822;0;391.98096;1;9.6962595;4.749134;4.9471254;0.99899304;0.81612116;300;;33.0;37.9;0.0;2.7715;0.5709
1762140420;0;391.98297;1;9.421476;4.749134;4.6723423;0.9991546;0.8162068;300;;33.13;37.77;0.0;2.7815;0.5706
1762144021;0;391.97803;1;9.412906;4.749134;4.6637716;0.99932134;0.81667244;300;;33.0;37.54;0.0;2.7671;0.5734
1762147622;0;391.97998;1;9.437476;4.749134;4.688342;0.9992178;0.8164533;300;;33.13;37.54;0.0;2.7824;0.5707
1762151220;0;391.99597;1;9.650265;4.749134;4.9011307;0.9992111;0.8163678;300;;33.0;37.62;0.0;2.7724;0.5727
1762154821;0;391.98102;1;9.570948;4.749134;4.8218136;0.998942;0.81724524;300;;32.88;37.55;0.0;2.7678;0.5715
1762158422;0;391.982;1;9.691595;4.749134;4.942461;0.9993976;0.8163713;300;;32.94;37.5;0.0;2.76515;0.57295
1762162022;0;391.99597;1;9.325109;4.749134;4.5759745;0.99928325;0.81551766;300;;33.13;37.52;0.0;2.7676;0.5704
1762165621;0;391.98096;1;9.219321;4.749134;4.470187;0.99920166;0.8140081;300;;33.38;37.53;0.0;2.7578;0.5686
1762169222;0;391.998;1;9.334195;4.749134;4.585061;0.99932265;0.81222594;300;;33.5;37.28;0.0;2.7627;0.5664
1762172822;0;392.03394;1;9.06108;4.749134;4.311946;0.99935734;0.8120975;300;;33.69;37.14;0.0;2.7592502;0.569
1762176422;0;391.98596;1;9.023004;4.749134;4.2738695;0.9994719;0.8111851;300;;33.81;37.16;0.0;2.7693;0.5694
1762180022;0;392.034;1;8.985964;4.749134;4.2368298;0.9990204;0.81433296;300;;34.31;36.84;0.0;2.7759;0.5708
1762181642;0;392.01404;0;5.1397386;0.0;5.1397386;0.9997817;0.9674574;300;;34.38;36.51;0.0;0.0;0.0
1762183622;0;391.995;1;8.902097;5.1397386;3.7623582;0.99962497;0.81604594;300;;34.38;36.42;0.0;2.7984;0.5756
1762187221;0;391.998;1;8.923035;5.1397386;3.783296;0.99937886;0.81664264;300;;33.75;36.64;0.0;2.7737;0.5686
1762190822;0;391.99707;1;9.069657;5.1397386;3.9299188;0.9995065;0.81738454;300;;33.5;37.01;0.0;2.7712;0.5711
1762194422;0;391.99298;1;8.887375;5.1397386;3.7476363;0.9995872;0.81775314;300;;33.63;37.03;0.0;2.7809;0.5711
1762198021;0;391.995;1;8.712803;5.1397386;3.5730643;0.99899507;0.81730056;300;;33.56;36.94;0.0;2.7742;0.5689
1762201624;0;391.99805;1;8.796768;5.1397386;3.6570296;0.9992805;0.8169085;300;;33.44;37.0;0.0;2.7699;0.5686
1762205222;0;391.99707;1;8.810285;5.1397386;3.670546;0.9988423;0.8171901;300;;33.44;37.19;0.0;2.7734;0.5689
1762208821;0;392.03296;1;9.0492325;5.1397386;3.909494;0.9990479;0.8176623;300;;33.31;37.05;0.0;2.7688498;0.5687
1762212422;0;391.987;1;9.484457;5.1397386;4.3447185;0.99901056;0.81813955;300;;33.31;37.02;0.0;2.7768;0.5673
1762216022;0;391.98602;1;9.336761;5.1397386;4.197023;0.9988408;0.8171262;300;;33.25;37.16;0.0;2.7738;0.5704
1762219621;0;391.98193;1;9.282108;5.1397386;4.1423697;0.9986841;0.8189597;300;;33.13;37.21;0.0;2.7747;0.5704
1762223221;0;391.99298;1;9.402093;5.1397386;4.2623544;0.9993714;0.8195797;300;;32.94;37.11;0.0;2.7846;0.5698
1762226822;0;391.98303;1;9.109601;5.1397386;3.9698625;0.9988268;0.81976634;300;;32.75;37.2;0.0;2.7781;0.5719
1762230423;0;392.03003;1;8.659555;5.1397386;3.5198169;0.9987692;0.8199737;300;;32.5;37.43;0.0;2.7878;0.5719
1762234021;0;391.99597;1;8.865706;5.1397386;3.725968;0.9991679;0.819081;300;;32.38;37.48;0.0;2.787;0.5719
1762237624;0;391.99994;1;8.715967;5.1397386;3.5762286;0.9989359;0.81970155;300;;32.38;37.49;0.0;2.7734;0.5729
1762241223;0;391.998;1;8.701748;5.1397386;3.5620093;0.998977;0.8190926;300;;32.44;37.53;0.0;2.7772;0.5729
1762244821;0;391.99805;1;8.605384;5.1397386;3.4656453;0.9988052;0.81974846;300;;32.81;37.62;0.0;2.7742;0.5728
1762248422;0;391.99597;1;8.542882;5.1397386;3.4031434;0.999323;0.81875503;300;;33.13;37.36;0.0;2.7858;0.5721
1762252022;0;391.995;1;8.412581;5.1397386;3.272843;0.99937576;0.8169428;300;;33.44;37.19;0.0;2.7779999;0.57420003
1762255621;0;391.99695;1;8.562248;5.1397386;3.4225097;0.99864465;0.81448805;300;;33.69;37.15;0.0;2.7614;0.56920004
1762259222;0;391.99304;1;8.591536;5.1397386;3.451797;0.9993617;0.8139069;300;;34.0;37.11;0.0;2.7661;0.56975
1762262822;0;391.997;1;8.658815;5.1397386;3.5190768;0.9990522;0.8123824;300;;33.94;36.85;0.0;2.7608;0.5674
1762266421;0;392.02606;1;8.818022;5.1397386;3.6782832;0.99866635;0.81255835;300;;34.31;36.48;0.0;2.7765;0.5683
1762268042;0;392.01495;0;4.570526;0.0;4.570526;0.9996709;0.9689805;300;;34.19;36.45;0.0;0.0;0.0
1762270022;0;391.995;1;8.6188135;4.570526;4.0482874;0.9990072;0.8128318;300;;33.94;36.49;0.0;2.7737;0.5687
1762273622;0;391.99493;1;8.545518;4.570526;3.9749918;0.9991948;0.8136137;300;;33.31;36.88;0.0;2.761;0.5668
1762277221;0;391.99597;1;8.520237;4.570526;3.9497108;0.99920017;0.81376004;300;;33.19;37.02;0.0;2.7693;0.5679
