TimeStamp,BGA PC RFU,BGA PC ug/L,Chlorophyll RFU,Chlorophyll ug/L,Cond uS/cm,fDOM QSU,fDOM RFU,microFlu_TRP,pH,Signal strength,SpCond uS/cm,Temp C,Turbidity
dd-mm-yyyy hh:mm:ss,RFU,ug/L,RFU,ug/L,uS/cm,QSU,RFU,g/L,pH,dBm,uS/cm,C,NTU
17/11/2025 6:00,0.87,0.87,1.09,4.37,216.39,31.73,10.58,22.5,8.03,-44,308.8,9.33,0.64
17/11/2025 6:05,0.9,0.9,1,4.01,216.26,31.72,10.57,21.97,8.03,,308.72,9.32,0.45
17/11/2025 6:10,0.96,0.96,1.59,6.34,216.29,31.63,10.54,22.23,8.03,,308.7,9.32,0.53
17/11/2025 6:15,0.97,0.97,1.08,4.32,216.34,31.76,10.59,22.36,8.03,,308.76,9.33,0.39
17/11/2025 6:20,0.93,0.93,1.34,5.38,216.27,31.88,10.63,22.8,8.03,,308.66,9.33,0.43
17/11/2025 6:25,0.81,0.81,1.06,4.22,216.39,31.82,10.61,22.11,8.03,,308.81,9.33,0.4
17/11/2025 6:30,0.78,0.78,0.91,3.64,216.39,31.86,10.62,22.14,8.03,,308.8,9.33,0.4
17/11/2025 6:35,0.78,0.78,0.77,3.06,216.45,31.76,10.59,22.23,8.03,,308.83,9.34,0.43
17/11/2025 6:40,0.75,0.75,0.91,3.64,216.47,31.78,10.59,22.96,8.03,,308.87,9.34,0.41
17/11/2025 6:45,0.83,0.83,1.1,4.4,216.43,31.77,10.59,23.19,8.03,,308.86,9.33,0.38
17/11/2025 6:50,0.88,0.88,1.22,4.88,216.38,31.86,10.62,22.02,8.03,,308.8,9.33,0.42
17/11/2025 6:55,0.85,0.85,1.09,4.36,216.38,31.8,10.6,22.39,8.03,,308.86,9.32,0.41
17/11/2025 7:00,0.84,0.84,1.09,4.38,216.27,31.81,10.6,22.57,8.03,-36,308.8,9.31,0.44
17/11/2025 7:05,0.92,0.92,1.22,4.87,216.09,31.69,10.56,23.03,8.03,,308.72,9.29,0.51
17/11/2025 7:10,,,,,,,,22.64,,,,,
17/11/2025 7:15,0.98,0.98,1.36,5.44,216.12,31.89,10.63,22.27,8.03,,308.76,9.29,0.43
17/11/2025 7:20,0.91,0.91,1.22,4.87,216.07,31.8,10.6,23.26,8.03,,308.77,9.28,0.43
17/11/2025 7:25,0.89,0.89,1.23,4.92,216.13,31.74,10.58,22.96,8.03,,308.81,9.29,0.39
17/11/2025 7:30,0.79,0.79,1.44,5.77,216.17,31.77,10.59,22.2,8.03,,308.88,9.29,0.47
17/11/2025 7:35,0.85,0.85,1.15,4.59,216.14,31.85,10.62,21.86,8.03,,308.88,9.28,0.4
17/11/2025 7:40,0.77,0.77,0.96,3.85,216.11,31.92,10.64,22.27,8.03,,308.89,9.27,0.44
17/11/2025 7:45,0.83,0.83,1.16,4.64,216.15,31.8,10.6,22.46,8.03,,308.95,9.27,0.42
17/11/2025 7:50,0.88,0.88,1.07,4.29,216.09,31.9,10.63,22.41,8.03,,308.88,9.27,0.42
17/11/2025 7:55,0.94,0.94,1.69,6.75,216.05,31.9,10.63,22.3,8.03,,308.86,9.27,0.39
17/11/2025 8:00,0.97,0.97,1.52,6.07,215.96,31.65,10.55,22.27,8.04,-45,308.77,9.26,0.44
17/11/2025 8:05,0.97,0.97,1.35,5.39,215.95,31.65,10.55,22.41,8.03,,308.77,9.26,0.51
17/11/2025 8:10,,,,,,,,22.87,,,,,
17/11/2025 8:15,0.85,0.85,1.15,4.61,216.02,31.84,10.61,22.2,8.04,,308.82,9.27,0.43
17/11/2025 8:20,0.83,0.83,0.97,3.88,215.88,31.94,10.65,22.64,8.04,,308.59,9.27,0.48
17/11/2025 8:25,0.88,0.88,1.35,5.38,216.09,31.79,10.6,22.23,8.04,,308.88,9.27,0.39
17/11/2025 8:30,0.81,0.81,1.04,4.14,216.09,31.8,10.6,22.14,8.04,,308.91,9.27,0.38
17/11/2025 8:35,0.88,0.88,1.23,4.93,216.06,31.81,10.6,22.3,8.04,,308.87,9.27,0.42
17/11/2025 8:40,0.84,0.84,1.06,4.26,216.03,31.84,10.61,22.11,8.04,,308.85,9.27,0.41
17/11/2025 8:45,0.85,0.85,1.13,4.51,216.12,31.81,10.6,22.59,8.04,,308.95,9.27,0.42
17/11/2025 8:50,0.84,0.84,1.22,4.88,216.06,31.85,10.62,22.91,8.04,,308.84,9.27,0.44
17/11/2025 8:55,0.89,0.89,1.2,4.79,216.08,31.86,10.62,22.09,8.04,,308.88,9.27,0.43
17/11/2025 9:00,0.83,0.83,1.13,4.53,216.04,31.78,10.59,22.5,8.05,-45,308.84,9.27,0.41
17/11/2025 9:05,0.93,0.93,1.11,4.42,215.85,31.69,10.56,22.55,8.06,,308.65,9.26,0.49
17/11/2025 9:10,1.07,1.07,1.78,7.12,215.93,31.58,10.53,22.34,8.06,,30876,9.26,0.43
17/11/2025 9:15,0.87,0.87,1.39,5.58,216.12,31.78,10.59,22.71,8.07,,308.96,9.27,0.41
17/11/2025 9:20,0.97,0.97,1.42,5.68,215.91,31.76,10.59,22.55,8.06,,308.63,9.27,0.43
17/11/2025 9:25,0.91,0.91,1.19,4.76,216.04,31.82,10.61,22.64,8.06,,308.78,9.28,0.44
17/11/2025 9:30,0.95,0.95,1.16,4.64,216.04,31.79,10.6,22.62,8.06,,308.77,9.28,0.41
17/11/2025 9:35,0.89,0.89,1.16,4.65,216.07,31.8,10.6,21.95,8.07,,308.81,9.28,0.41
17/11/2025 9:40,0.83,0.83,1.17,4.68,216.07,31.84,10.61,21.95,8.07,,308.81,9.28,0.43
17/11/2025 9:45,0.88,0.88,1.03,4.13,216.12,31.61,10.54,22.48,8.06,,308.84,9.28,0.41
17/11/2025 9:50,0.83,0.83,1.11,4.42,216.17,31.78,10.59,22.34,8.06,,308.86,9.29,0.4
17/11/2025 9:55,0.84,0.84,1.04,4.14,216.2,31.87,10.62,22.36,8.06,,308.89,9.29,0.42
17/11/2025 10:00,0.89,0.89,1.1,4.38,216.16,31.81,10.61,22.64,8.06,-46,308.81,9.29,0.44
17/11/2025 10:05,0.93,0.93,1.35,5.42,215.76,31.76,10.59,22.52,8.07,,308.71,9.24,0.5
17/11/2025 10:10,0.87,0.87,1.11,4.46,215.9,31.76,10.59,22.32,8.08,,30901,9.22,0.47
17/11/2025 10:15,0.9,0.9,1.34,5.35,215.96,31.76,10.59,22.36,8.08,,309.19,9.21,0.42
17/11/2025 10:20,1.02,1.02,1.46,5.85,215.62,31.97,10.66,22.75,8.08,,309.43,9.13,0.45
17/11/2025 10:25,0.87,0.87,1.25,5.02,215.32,31.82,10.61,22.75,8.09,,309.88,9.02,0.42
17/11/2025 10:30,1.02,1.02,1.59,6.34,214.74,32,10.67,23.07,8.1,,310.37,8.87,0.44
17/11/2025 10:35,1,1,1.39,5.55,213.73,31.85,10.62,22.66,8.1,,310.42,8.69,0.46
17/11/2025 10:40,1.05,1.05,1.58,6.3,212.64,32.04,10.68,23.46,8.1,,310.27,8.53,0.52
17/11/2025 10:45,1.05,1.05,1.78,7.12,211.58,32.04,10.68,24.45,8.11,,310.08,8.37,0.53
17/11/2025 10:50,1.14,1.14,1.89,7.56,210.54,32.05,10.68,23.72,8.12,,309.75,8.23,0.49
17/11/2025 10:55,1.07,1.07,1.65,6.61,209.62,32.06,10.69,23.6,8.12,,309.42,8.11,0.48
17/11/2025 11:00,0.91,0.91,1.05,4.2,208.94,32.1,10.7,23.67,8.13,-45,309.37,8,0.45
17/11/2025 11:05,1.02,1.02,1.23,4.91,207.12,32.22,10.74,24.01,8.13,,308.64,7.78,0.57
17/11/2025 11:10,,,,,,,,23.92,,,,,
17/11/2025 11:15,0.99,0.99,1.26,5.03,207.12,32.18,10.73,24.2,8.14,,309.1,7.73,0.42
17/11/2025 11:20,0.98,0.98,1.08,4.32,206.63,32.4,10.8,23.99,8.14,,308.87,7.67,0.47
17/11/2025 11:25,0.94,0.94,1.04,4.14,206.48,32.23,10.74,24.91,8.14,,309.02,7.63,0.45
17/11/2025 11:30,0.98,0.98,1.09,4.37,206.16,32.34,10.78,24.22,8.14,,309.01,7.58,0.44
17/11/2025 11:35,0.92,0.92,1.13,4.51,205.83,32.46,10.82,23.83,8.14,,308.86,7.54,0.49
17/11/2025 11:40,0.91,0.91,0.96,3.83,205.61,32.35,10.78,23.9,8.14,,308.85,7.5,0.43
17/11/2025 11:45,0.94,0.94,1.08,4.31,205.51,32.32,10.77,24.4,8.14,,308.98,7.47,0.47
17/11/2025 11:50,0.97,0.97,1.01,4.04,205.33,32.25,10.75,23.72,8.14,,309.03,7.43,0.42
17/11/2025 11:55,1.06,1.06,1.26,5.03,205.19,32.29,10.76,23.74,8.14,,309.06,7.4,0.47
17/11/2025 12:00,1,1,1.21,4.83,205.04,32.27,10.76,23.69,8.14,-46,309.03,7.38,0.45
17/11/2025 12:05,1.04,1.04,1.08,4.31,204.45,32.16,10.72,24.08,8.14,,308.64,7.33,0.48
17/11/2025 12:10,1.01,1.01,1.17,4.67,204.54,32.08,10.69,25.28,8.14,,30884,7.32,0.44
17/11/2025 12:15,1.02,1.02,1.15,4.61,204.6,32.16,10.72,23.88,8.14,,308.81,7.33,0.42
17/11/2025 12:20,0.95,0.95,1.06,4.24,204.45,32.46,10.82,23.88,8.15,,308.68,7.32,0.5
17/11/2025 12:25,0.96,0.96,1.03,4.1,204.58,32.32,10.77,23.12,8.14,,308.88,7.32,0.42
17/11/2025 12:30,0.99,0.99,1.2,4.79,204.48,32.35,10.78,24.24,8.14,,308.93,7.3,0.49
17/11/2025 12:35,0.95,0.95,1.01,4.06,204.39,32.25,10.75,23.6,8.14,,308.75,7.3,0.48
17/11/2025 12:40,0.97,0.97,1.02,4.07,204.28,32.26,10.75,24.29,8.14,,308.78,7.28,0.52
17/11/2025 12:45,1.03,1.03,1.12,4.49,204.28,32.35,10.78,24.52,8.14,,308.85,7.27,0.48
17/11/2025 12:50,0.88,0.88,0.88,3.54,204.21,32.31,10.77,24.08,8.14,,308.83,7.26,0.42
17/11/2025 12:55,0.97,0.97,0.98,3.91,204.1,32.21,10.74,24.45,8.14,,308.75,7.25,0.41
17/11/2025 13:00,0.93,0.93,0.91,3.64,204.11,32.35,10.78,24.66,8.13,-44,308.73,7.26,0.42
17/11/2025 13:05,1,1,1.01,4.04,204.96,32.24,10.75,24.54,8.13,,308.83,7.39,0.48
17/11/2025 13:10,,,,,,,,24.98,,,,,
17/11/2025 13:15,1,1,1.12,4.5,205.27,32.16,10.72,25.11,8.13,,308.86,7.44,0.47
17/11/2025 13:20,1.12,1.12,1.35,5.4,205.29,32.33,10.78,25.37,8.13,,308.61,7.47,0.44
17/11/2025 13:25,0.96,0.96,1.11,4.42,205.41,32.2,10.73,24.61,8.13,,308.79,7.47,0.47
17/11/2025 13:30,1,1,1.15,4.6,205.47,32.22,10.74,25.18,8.13,,308.93,7.47,0.43
17/11/2025 13:35,1,1,1.14,4.54,205.46,32.16,10.72,25.18,8.13,,308.99,7.46,0.46
17/11/2025 13:40,0.92,0.92,1.14,4.54,205.4,32.23,10.74,25,8.13,,309.05,7.44,0.44
17/11/2025 13:45,0.97,0.97,1.1,4.4,205.31,32.3,10.77,24.91,8.13,,309.16,7.41,0.57
17/11/2025 13:50,1,1,1.23,4.94,205.14,32.2,10.73,24.43,8.12,,309.13,7.39,0.46
17/11/2025 13:55,1.04,1.04,1.51,6.03,205.12,32.29,10.76,24.66,8.12,,309.34,7.36,0.5
17/11/2025 14:00,0.97,0.97,1.15,4.61,205.26,32.12,10.71,24.2,8.12,0,309.02,7.42,0.45
17/11/2025 14:05,0.96,0.96,1,3.99,205.59,32.18,10.73,26.51,8.12,,308.95,7.49,0.47
17/11/2025 14:10,,,,,,,,25.09,,,,,
17/11/2025 14:15,1.01,1.01,1.18,4.74,205.97,32.01,10.67,24.61,8.12,,308.84,7.56,0.55
17/11/2025 14:20,1.03,1.03,1.17,4.69,206.41,32.11,10.7,23.42,8.12,,308.72,7.65,0.52
17/11/2025 14:25,1.02,1.02,0.97,3.88,206.88,32.05,10.68,23.33,8.12,,308.8,7.72,0.49
17/11/2025 14:30,0.98,0.98,0.95,3.81,207.2,32.05,10.68,23.35,8.11,,308.69,7.79,0.47
17/11/2025 14:35,1.03,1.03,1.04,4.16,207.62,32.05,10.68,23.76,8.11,,308.78,7.85,0.44
17/11/2025 14:40,0.99,0.99,1.02,4.06,208,31.93,10.64,23.37,8.11,,308.78,7.91,0.44
17/11/2025 14:45,1.15,1.15,1.11,4.45,208.34,31.98,10.66,23.69,8.11,,308.75,7.97,0.61
17/11/2025 14:50,1.01,1.01,1.01,4.05,208.74,31.98,10.66,24.29,8.11,,308.81,8.03,0.52
17/11/2025 14:55,1.03,1.03,1.01,4.05,208.91,32.01,10.67,23.44,8.11,,308.56,8.09,0.72
17/11/2025 15:00,0.99,0.99,1.5,5.99,209.74,31.83,10.61,23.37,8.11,-43,308.73,8.21,0.76
17/11/2025 15:05,0.91,0.91,1.1,4.4,210.1,31.98,10.66,23.37,8.1,,308.79,8.27,0.44
17/11/2025 15:10,,,,,,,,24.43,,,,,
17/11/2025 15:15,0.91,0.91,0.95,3.81,210.25,31.89,10.63,24.72,8.11,,308.6,8.31,0.5
17/11/2025 15:20,0.98,0.98,0.9,3.61,210.56,31.94,10.65,23.49,8.1,,308.58,8.37,0.63
17/11/2025 15:25,0.94,0.94,0.99,3.96,210.86,31.83,10.61,23.4,8.1,,308.68,8.41,0.46
17/11/2025 15:30,0.93,0.93,1.02,4.09,211.12,31.83,10.61,23.51,8.1,,308.71,8.45,0.5
17/11/2025 15:35,0.95,0.95,1.13,4.52,211.37,31.76,10.59,23.49,8.1,,308.75,8.49,0.42
17/11/2025 15:40,0.93,0.93,1.13,4.51,211.53,31.8,10.6,23.21,8.1,,308.66,8.53,0.46
17/11/2025 15:45,1.03,1.03,1.38,5.5,211.85,31.7,10.57,23.62,8.1,,308.8,8.56,0.42
17/11/2025 15:50,1,1,1.16,4.65,212.01,31.73,10.58,23.72,8.1,,308.73,8.6,0.58
17/11/2025 15:55,0.9,0.9,1.03,4.13,212.09,31.88,10.63,23.33,8.1,,308.57,8.63,0.47
17/11/2025 16:00,0.91,0.91,1.11,4.45,212.37,31.74,10.58,23.37,8.1,-44,308.73,8.66,0.42
17/11/2025 16:05,0.91,0.91,1.03,4.14,212.88,31.84,10.61,23.1,8.09,,308.87,8.73,0.47
17/11/2025 16:10,0.82,0.82,1.04,4.17,212.83,31.65,10.55,23.3,8.09,,30873,8.74,0.44
17/11/2025 16:15,0.89,0.89,1.05,4.21,212.92,31.68,10.56,23.28,8.09,,308.62,8.77,0.49
17/11/2025 16:20,0.94,0.94,0.95,3.82,213.12,31.87,10.62,23.62,8.09,,308.63,8.8,0.45
17/11/2025 16:25,0.94,0.94,1.14,4.55,213.28,31.85,10.62,23.42,8.09,,308.66,8.82,0.46
17/11/2025 16:30,0.96,0.96,1.21,4.84,213.53,31.81,10.6,23.95,8.09,,308.85,8.84,0.44
17/11/2025 16:35,0.82,0.82,1.09,4.37,213.65,31.7,10.57,23.53,8.09,,308.87,8.86,0.51
17/11/2025 16:40,0.91,0.91,1.32,5.28,213.75,31.8,10.6,23.35,8.09,,308.85,8.88,0.47
17/11/2025 16:45,1,1,1.49,5.98,213.9,31.74,10.58,23.33,8.09,,308.9,8.9,0.46
17/11/2025 16:50,0.89,0.89,1.12,4.47,214,31.65,10.55,23.19,8.09,,308.89,8.92,0.45
17/11/2025 16:55,0.88,0.88,1.11,4.44,214.07,31.76,10.59,23.4,8.08,,308.86,8.93,0.47
17/11/2025 17:00,0.83,0.83,1.07,4.27,214.25,31.72,10.57,23.05,8.08,-39,308.97,8.95,0.44
17/11/2025 17:05,0.84,0.84,0.87,3.49,214.34,31.77,10.59,23.05,8.09,,308.83,8.98,0.41
17/11/2025 17:10,,,,,,,,23.4,,,,,
17/11/2025 17:15,0.8,0.8,0.89,3.57,214.43,31.73,10.58,23.26,8.09,,308.78,9,0.39
17/11/2025 17:20,0.95,0.95,1.41,5.64,214.46,31.86,10.62,23.4,8.09,,308.69,9.02,0.42
17/11/2025 17:25,0.89,0.89,1.19,4.76,214.64,31.72,10.57,23.14,8.09,,308.85,9.03,0.46
17/11/2025 17:30,0.85,0.85,1.1,4.42,214.74,31.72,10.57,23.17,8.09,,308.9,9.04,0.4
17/11/2025 17:35,0.84,0.84,1.01,4.02,214.82,31.73,10.58,23.69,8.09,,308.95,9.05,0.4
17/11/2025 17:40,0.89,0.89,1.11,4.44,214.93,31.75,10.58,23.28,8.09,,309.04,9.06,0.41
17/11/2025 17:45,0.86,0.86,1.06,4.23,214.87,31.68,10.56,23.1,8.09,,308.88,9.07,0.4
17/11/2025 17:50,0.87,0.87,1.13,4.52,215.06,31.73,10.58,23.42,8.09,,309.07,9.07,0.41
17/11/2025 17:55,0.85,0.85,1.36,5.46,215.12,31.74,10.58,23.19,8.09,,309.09,9.08,0.38
17/11/2025 18:00,0.98,0.98,1.38,5.51,215.23,31.7,10.57,23.4,8.08,-37,309.19,9.09,0.39
17/11/2025 18:05,0.84,0.84,0.96,3.82,215.15,31.64,10.55,23.62,8.08,,308.96,9.1,0.44
17/11/2025 18:10,0.78,0.78,0.96,3.82,215.1,31.65,10.55,23.12,8.08,,308.8,9.11,0.45
17/11/2025 18:15,0.83,0.83,1,3.99,215.19,31.63,10.54,23.1,8.08,,308.88,9.12,0.41
17/11/2025 18:20,1,1,1.4,5.59,215.21,31.77,10.59,23.56,8.09,,308.86,9.13,0.41
17/11/2025 18:25,0.87,0.87,1.09,4.37,215.28,31.72,10.57,23.42,8.08,,308.91,9.13,0.4
17/11/2025 18:30,0.87,0.87,1.08,4.34,215.35,31.7,10.57,23.69,8.08,,308.98,9.14,0.38
17/11/2025 18:35,0.87,0.87,1.15,4.6,215.41,31.74,10.58,23.6,8.08,,309.03,9.14,0.36
17/11/2025 18:40,0.89,0.89,1.35,5.39,215.44,31.73,10.58,23.99,8.08,,309.05,9.14,0.38
17/11/2025 18:45,0.84,0.84,1.1,4.4,215.45,31.71,10.57,24.89,8.08,,309.03,9.15,0.41
17/11/2025 18:50,0.92,0.92,1.06,4.23,215.55,31.72,10.57,24.54,8.08,,309.13,9.15,0.42
17/11/2025 18:55,0.82,0.82,1.02,4.06,215.59,31.71,10.57,23.24,8.08,,309.15,9.15,0.39
17/11/2025 19:00,0.85,0.85,1.17,4.66,215.62,31.76,10.59,23.97,8.08,-45,309.15,9.16,0.37
17/11/2025 19:05,0.8,0.8,0.86,3.45,215.4,31.62,10.54,23.67,8.08,,308.85,9.16,0.41
17/11/2025 19:10,,,,,,,,24.01,,,,,
17/11/2025 19:15,0.87,0.87,1.26,5.03,215.48,31.82,10.61,23.83,8.08,,308.89,9.17,0.42
17/11/2025 19:20,0.99,0.99,1.38,5.52,215.35,31.83,10.61,23.62,8.08,,308.7,9.17,0.46
17/11/2025 19:25,0.87,0.87,1.13,4.51,215.53,31.72,10.57,23.95,8.08,,308.97,9.17,0.41
17/11/2025 19:30,0.8,0.8,1.06,4.23,215.53,31.68,10.56,23.88,8.08,,308.98,9.16,0.44
17/11/2025 19:35,0.86,0.86,1.45,5.78,215.56,31.69,10.56,23.37,8.08,,309.05,9.16,0.47
17/11/2025 19:40,0.94,0.94,1.7,6.79,215.57,31.68,10.56,23.76,8.08,,309.07,9.16,0.43
17/11/2025 19:45,0.93,0.93,1.16,4.63,215.58,31.63,10.54,23.51,8.07,,309.09,9.16,0.4
17/11/2025 19:50,0.92,0.92,1.09,4.35,215.55,31.61,10.54,23.6,8.07,,309.03,9.16,0.44
17/11/2025 19:55,0.87,0.87,1.08,4.3,215.6,31.81,10.6,23.9,8.07,,309.12,9.16,0.42
17/11/2025 20:00,0.9,0.9,1.1,4.38,215.54,31.7,10.57,23.74,8.07,-45,309.06,9.16,0.49
17/11/2025 20:05,0.79,0.79,0.84,3.36,215.46,31.84,10.61,23.67,8.07,,308.99,9.15,0.51
17/11/2025 20:10,,,,,,,,23.65,,,,,
17/11/2025 20:15,0.88,0.88,1.18,4.71,215.5,31.72,10.57,23.07,8.07,,308.96,9.16,0.46
17/11/2025 20:20,0.96,0.96,1.09,4.34,215.32,31.83,10.61,23.44,8.07,,308.71,9.16,0.49
17/11/2025 20:25,0.87,0.87,1.2,4.8,215.57,31.79,10.6,23.44,8.07,,309.07,9.16,0.41
17/11/2025 20:30,0.89,0.89,1.19,4.77,215.6,31.66,10.55,23.42,8.07,,309.13,9.16,0.41
17/11/2025 20:35,0.94,0.94,1.34,5.35,215.53,31.82,10.61,24.95,8.07,,309.05,9.16,0.46
17/11/2025 20:40,0.84,0.84,1.17,4.68,215.49,31.69,10.56,24.5,8.07,,309,9.16,0.41
17/11/2025 20:45,0.87,0.87,1.21,4.84,215.53,31.69,10.56,23.9,8.07,,309.08,9.15,0.43
17/11/2025 20:50,0.84,0.84,1,3.98,215.52,31.81,10.6,23.3,8.07,,309.1,9.15,0.44
17/11/2025 20:55,0.81,0.81,1.13,4.5,215.48,31.67,10.56,23.14,8.07,,309.08,9.15,0.42
17/11/2025 21:00,0.87,0.87,1.19,4.75,215.56,31.67,10.56,23.81,8.07,-45,309.23,9.14,0.41
17/11/2025 21:05,0.85,0.85,0.98,3.93,215.29,31.73,10.58,23.46,8.06,,308.99,9.12,0.48
17/11/2025 21:10,,,,,,,,23.58,,,,,
17/11/2025 21:15,0.96,0.96,1.55,6.19,215.35,31.74,10.58,23.37,8.07,,309.07,9.13,0.45
17/11/2025 21:20,0.92,0.92,1.21,4.86,215.15,31.86,10.62,23.76,8.07,,308.82,9.12,0.45
17/11/2025 21:25,0.82,0.82,1.11,4.45,215.23,31.75,10.58,23.69,8.06,,308.96,9.12,0.41
17/11/2025 21:30,0.85,0.85,1.16,4.66,215.24,31.78,10.59,23.58,8.06,,309,9.11,0.39
17/11/2025 21:35,0.86,0.86,1.1,4.41,215.32,31.8,10.6,23.4,8.06,,309.13,9.11,0.39
17/11/2025 21:40,0.87,0.87,1.15,4.6,215.33,31.82,10.61,23.49,8.06,,309.16,9.11,0.36
17/11/2025 21:45,0.97,0.97,1.46,5.84,215.3,31.77,10.59,23.3,8.06,,309.14,9.11,0.42
17/11/2025 21:50,0.82,0.82,1.08,4.31,215.31,31.81,10.6,22.66,8.07,,309.14,9.11,0.45
17/11/2025 21:55,0.86,0.86,0.98,3.91,215.36,31.77,10.59,23.1,8.07,,309.24,9.11,0.41
17/11/2025 22:00,0.87,0.87,1.1,4.4,215.3,31.72,10.58,23.14,8.07,0,309.18,9.1,0.46
17/11/2025 22:05,0.82,0.82,0.87,3.47,215.24,31.74,10.58,23.35,8.06,,309.11,9.1,0.52
17/11/2025 22:10,,,,,,,,23.56,,,,,
17/11/2025 22:15,1.02,1.02,1.29,5.15,215.22,31.72,10.57,23.33,8.06,,309.01,9.11,0.41
17/11/2025 22:20,1.01,1.01,1.36,5.45,215.13,31.84,10.61,23.6,8.06,,308.88,9.11,0.41
17/11/2025 22:25,0.93,0.93,1.38,5.54,215.39,31.78,10.59,24.01,8.06,,309.25,9.11,0.44
17/11/2025 22:30,0.92,0.92,1.31,5.23,215.31,31.73,10.58,23.85,8.06,,309.14,9.11,0.46
17/11/2025 22:35,0.92,0.92,1.31,5.24,215.34,31.78,10.59,23.79,8.06,,309.18,9.11,0.43
17/11/2025 22:40,0.85,0.85,1.09,4.35,215.34,31.78,10.59,23.6,8.06,,309.16,9.11,0.39
17/11/2025 22:45,0.87,0.87,1.25,5,215.38,31.8,10.6,23.42,8.06,,309.22,9.11,0.39
17/11/2025 22:50,0.93,0.93,1.4,5.61,215.42,31.78,10.59,23.28,8.06,,309.27,9.11,0.5
17/11/2025 22:55,0.89,0.89,1.35,5.42,215.45,31.8,10.6,23.46,8.06,,309.29,9.11,0.42
17/11/2025 23:00,0.91,0.91,1.34,5.37,215.34,31.77,10.59,23.3,8.06,0,309.16,9.11,0.42
17/11/2025 23:05,0.84,0.84,1.1,4.41,215.28,31.75,10.58,23.46,8.06,,309.11,9.11,0.46
17/11/2025 23:10,,,,,,,,23.46,,,,,
17/11/2025 23:15,0.86,0.86,1.27,5.1,215.28,31.79,10.6,23.9,8.06,,309.05,9.11,0.44
17/11/2025 23:20,0.96,0.96,1.24,4.96,215.18,31.87,10.62,23.35,8.06,,308.89,9.12,0.43
17/11/2025 23:25,0.93,0.93,1.18,4.71,215.31,31.76,10.59,23.28,8.06,,309.08,9.12,0.38
17/11/2025 23:30,0.84,0.84,1.12,4.49,215.36,31.83,10.61,23.56,8.06,,309.16,9.12,0.41
17/11/2025 23:35,0.94,0.94,1.16,4.64,215.36,31.81,10.6,23.33,8.06,,309.14,9.12,0.52
17/11/2025 23:40,0.79,0.79,0.92,3.67,215.35,31.76,10.59,23.3,8.06,,309.14,9.12,0.43
17/11/2025 23:45,0.85,0.85,1.15,4.58,215.43,31.82,10.61,23.35,8.05,,309.26,9.12,0.42
17/11/2025 23:50,0.9,0.9,1.02,4.08,215.36,31.81,10.6,23.56,8.06,,309.21,9.11,0.45
17/11/2025 23:55,0.81,0.81,0.88,3.52,215.35,31.79,10.6,23.01,8.05,,309.23,9.1,0.43
18/11/2025 0:00,0.86,0.86,0.99,3.96,215.31,31.77,10.59,23.1,8.05,-46,309.25,9.1,0.44
18/11/2025 0:05,0.87,0.87,1.01,4.05,215.06,31.73,10.58,23.26,8.05,,309.07,9.07,0.42
18/11/2025 0:10,,,,,,,,23.42,,,,,
18/11/2025 0:15,0.86,0.86,1.26,5.04,215.13,31.8,10.6,23.28,8.06,,309.1,9.08,0.44
18/11/2025 0:20,0.99,0.99,1.36,5.44,214.91,31.9,10.63,23.19,8.06,,308.87,9.07,0.45
18/11/2025 0:25,0.84,0.84,1.16,4.64,215.06,31.84,10.61,22.8,8.05,,309.16,9.06,0.45
18/11/2025 0:30,0.95,0.95,1.12,4.46,214.97,31.84,10.61,23.24,8.06,,309.12,9.05,0.45
18/11/2025 0:35,0.84,0.84,1.22,4.87,214.94,31.87,10.62,23.24,8.06,,309.16,9.04,0.47
18/11/2025 0:40,0.93,0.93,1.09,4.37,214.9,31.82,10.61,23.33,8.05,,309.19,9.03,0.45
18/11/2025 0:45,0.91,0.91,1.5,5.99,214.83,31.85,10.62,23.85,8.05,,309.12,9.03,0.48
18/11/2025 0:50,0.85,0.85,1.17,4.67,214.74,31.88,10.63,23.26,8.05,,309.13,9.01,0.43
18/11/2025 0:55,0.92,0.92,1.04,4.16,214.74,31.83,10.61,23.46,8.05,,309.18,9.01,0.43
18/11/2025 1:00,0.84,0.84,1,3.99,214.69,31.83,10.61,22.98,8.05,-46,309.16,9,0.47
18/11/2025 1:05,0.85,0.85,0.96,3.85,214.24,31.79,10.6,23.65,8.05,,308.75,8.97,0.43
18/11/2025 1:10,0.8,0.8,0.78,3.14,215.57,31.58,10.53,23.37,8.04,,309.12,9.15,0.4
18/11/2025 1:15,0.98,0.98,1.5,6.01,214.34,31.74,10.58,23.53,8.05,,308.9,8.97,0.48
18/11/2025 1:20,0.91,0.91,1.31,5.24,214.16,31.91,10.64,23.24,8.05,,308.67,8.97,0.39
18/11/2025 1:25,0.94,0.94,1.33,5.31,214.26,31.84,10.61,23.19,8.05,,308.89,8.96,0.45
18/11/2025 1:30,0.92,0.92,1.42,5.67,214.22,31.84,10.61,22.87,8.05,,308.88,8.96,0.47
18/11/2025 1:35,0.84,0.84,1.04,4.17,214.19,31.8,10.6,23.49,8.05,,308.92,8.94,0.46
18/11/2025 1:40,0.97,0.97,1.33,5.3,214.18,31.91,10.64,23.69,8.05,,308.92,8.94,0.44
