TimeStamp,BGA PC RFU,Chlorophyll RFU,Cond uS/cm,fDOM RFU,microFlu_TRP,pH,Signal strength,Temp C,Turbidity,origin,overall_dq_check
14/11/2025 20:35,0.74,1.03,222.79,10.41,22.91,8.01,,10.64,0.47,Observator,PASS
14/11/2025 20:40,0.77,1.09,222.76,10.42,22.8,8.01,,10.63,0.52,Observator,PASS
14/11/2025 20:45,0.73,1.08,222.72,10.43,22.89,8.01,,10.62,0.41,Observator,PASS
14/11/2025 20:50,0.79,1.01,222.64,10.44,22.66,8.01,,10.61,0.44,Observator,PASS
14/11/2025 20:55,0.73,1.06,222.69,10.44,22.52,8.01,,10.61,0.41,Observator,PASS
14/11/2025 21:00,0.84,1.08,222.62,10.42,23.67,8.01,-45,10.6,0.45,Observator,PASS
14/11/2025 21:05,0.74,0.94,222.33,10.43,23.17,8,,10.57,0.47,Observator,PASS
14/11/2025 21:15,0.74,1.14,222.34,10.41,23.35,8.01,,10.57,0.41,Observator,PASS
14/11/2025 21:20,0.94,1.54,222.18,10.44,22.66,8.01,,10.56,0.44,Observator,PASS
14/11/2025 21:25,0.79,1.17,222.29,10.42,23.05,8.01,,10.56,0.43,Observator,PASS
14/11/2025 21:30,0.93,1.69,222.27,10.46,23.14,8.01,,10.55,0.45,Observator,PASS
14/11/2025 21:35,0.76,1.07,222.25,10.45,22.8,8,,10.55,0.44,Observator,PASS
14/11/2025 21:40,0.9,1.33,222.22,10.43,22.87,8.01,,10.54,0.47,Observator,PASS
14/11/2025 21:45,0.89,1.26,222.18,10.45,22.69,8.01,,10.53,0.48,Observator,PASS
14/11/2025 21:50,0.77,0.98,222.24,10.43,22.94,8.01,,10.52,0.43,Observator,PASS
14/11/2025 21:55,0.74,1.01,222.09,10.43,23.17,8.01,,10.51,0.44,Observator,PASS
14/11/2025 22:00,0.76,1.09,222.03,10.42,22.8,8,-46,10.51,0.42,Observator,PASS
14/11/2025 22:05,0.76,1.06,221.8,10.46,23.1,8,,10.48,0.46,Observator,PASS
14/11/2025 22:10,0.89,1.49,221.8,10.39,23.19,8,,10.48,0.41,Observator,PASS
14/11/2025 22:15,0.81,1.23,221.81,10.44,23.26,8.01,,10.48,0.49,Observator,PASS
14/11/2025 22:20,0.92,1.29,221.64,10.46,23.51,8.01,,10.47,0.45,Observator,PASS
14/11/2025 22:25,0.83,1.15,221.82,10.45,22.87,8.01,,10.46,0.46,Observator,PASS
14/11/2025 22:30,0.74,0.88,221.74,10.43,23.05,8.01,,10.46,0.42,Observator,PASS
14/11/2025 22:35,0.79,1.11,221.76,10.43,22.98,8.01,,10.45,0.46,Observator,PASS
14/11/2025 22:40,0.79,1.03,221.71,10.43,23.01,8,,10.44,0.45,Observator,PASS
14/11/2025 22:45,0.82,1.16,221.66,10.44,23.28,8,,10.43,0.45,Observator,PASS
14/11/2025 22:50,0.78,1.15,221.63,10.44,23.33,8,,10.43,0.44,Observator,PASS
14/11/2025 22:55,0.76,1.02,221.59,10.44,23.17,8,,10.42,0.42,Observator,PASS
14/11/2025 23:00,0.86,1.12,221.54,10.46,23.33,8.01,-47,10.41,0.43,Observator,PASS
14/11/2025 23:05,0.82,1.06,221.31,10.46,23.4,8,,10.39,0.47,Observator,PASS
14/11/2025 23:10,0.83,1.35,221.32,10.41,22.73,8,,10.39,0.46,Observator,PASS
14/11/2025 23:15,0.84,1.16,221.33,10.44,22.98,8.01,,10.39,0.48,Observator,PASS
14/11/2025 23:20,0.93,1.31,221.13,10.47,23.03,8.01,,10.38,0.42,Observator,PASS
14/11/2025 23:25,0.86,1.08,221.27,10.46,23.19,8.01,,10.38,0.48,Observator,PASS
14/11/2025 23:30,0.79,1.14,221.26,10.44,23.12,8.01,,10.37,0.47,Observator,PASS
14/11/2025 23:35,0.87,1.39,221.27,10.44,23.17,8.01,,10.36,0.43,Observator,PASS
14/11/2025 23:40,0.77,1.12,221.23,10.43,23.19,8,,10.36,0.46,Observator,PASS
14/11/2025 23:45,0.79,1.16,221.11,10.46,23.33,8,,10.35,0.48,Observator,PASS
14/11/2025 23:50,0.85,1.31,221.15,10.45,22.96,8,,10.34,0.47,Observator,PASS
14/11/2025 23:55,0.76,1.12,221.15,10.46,23.24,8,,10.34,0.41,Observator,PASS
15/11/2025 0:00,0.9,1.21,221.13,10.46,23.07,8,-47,10.34,0.41,Observator,PASS
15/11/2025 0:05,0.85,1.22,220.9,10.47,22.85,8,,10.32,0.54,Observator,PASS
15/11/2025 0:10,0.79,1.06,221.68,10.43,23.05,7.99,,10.37,0.5,Observator,PASS
15/11/2025 0:15,0.78,1.1,220.92,10.46,23.24,8,,10.33,0.42,Observator,PASS
15/11/2025 0:20,0.8,1.21,220.79,10.5,23.03,8,,10.32,0.47,Observator,PASS
15/11/2025 0:25,0.78,1.02,220.88,10.46,23.67,8,,10.32,0.4,Observator,PASS
15/11/2025 0:30,0.79,1.26,220.94,10.44,23.07,8,,10.32,0.4,Observator,PASS
15/11/2025 0:35,0.76,1.04,220.93,10.48,23.28,8,,10.31,0.53,Observator,PASS
15/11/2025 0:40,0.83,1.33,220.98,10.46,23.26,8,,10.3,0.44,Observator,PASS
15/11/2025 0:45,0.8,1.21,220.84,10.45,23.01,8,,10.3,0.49,Observator,PASS
15/11/2025 0:50,0.82,1.28,220.93,10.45,23.35,8,,10.29,0.53,Observator,PASS
15/11/2025 0:55,0.85,1.28,220.93,10.45,23.6,8,,10.29,0.43,Observator,PASS
15/11/2025 1:00,0.76,1.14,220.97,10.46,22.94,8,-44,10.28,0.47,Observator,PASS
15/11/2025 1:05,0.81,1,220.57,10.49,23.12,8,,10.26,0.46,Observator,PASS
15/11/2025 1:10,0.93,1.62,222.72,10.39,23.33,8.06,,10.6,0.45,Observator,PASS
15/11/2025 1:15,0.79,1.14,220.65,10.45,23.49,8,,10.26,0.5,Observator,PASS
15/11/2025 1:20,0.87,1.26,220.48,10.51,23.35,8,,10.26,0.45,Observator,PASS
15/11/2025 1:25,0.88,1.24,220.68,10.46,23.35,8,,10.25,0.45,Observator,PASS
15/11/2025 1:30,0.8,1.12,220.72,10.47,23.3,8,,10.25,0.42,Observator,PASS
15/11/2025 1:35,0.89,1.3,220.71,10.47,24.66,8,,10.24,0.45,Observator,PASS
15/11/2025 1:40,0.81,1.11,220.72,10.48,25.69,8,,10.23,0.48,Observator,PASS
15/11/2025 1:45,0.79,1.07,220.87,10.44,23.53,8,,10.22,0.42,Observator,PASS
15/11/2025 1:50,0.81,1.19,220.84,10.47,23.56,8,,10.22,0.49,Observator,PASS
15/11/2025 1:55,0.78,1.27,220.75,10.48,23.51,8,,10.21,0.42,Observator,PASS
15/11/2025 2:00,0.8,1.19,220.83,10.45,23.05,8,-46,10.21,0.57,Observator,PASS
15/11/2025 2:05,0.85,0.95,220.36,10.47,23.37,8,,10.18,0.49,Observator,PASS
15/11/2025 2:10,0.87,1.31,221.87,10.42,23.03,8.06,,10.47,0.43,Observator,PASS
15/11/2025 2:15,0.79,1.26,220.28,10.48,23.3,8,,10.19,0.44,Observator,PASS
15/11/2025 2:20,0.91,1.44,220.07,10.51,23.4,8,,10.18,0.49,Observator,PASS
15/11/2025 2:25,0.85,1.2,220.19,10.5,23.51,8,,10.18,0.38,Observator,PASS
15/11/2025 2:30,0.77,1.09,220.2,10.44,23.26,8,,10.17,0.43,Observator,PASS
15/11/2025 2:35,0.82,1.23,220.1,10.44,23.01,8,,10.16,0.44,Observator,PASS
15/11/2025 2:40,0.83,1.24,220.07,10.45,23.53,8,,10.16,0.41,Observator,PASS
15/11/2025 2:45,0.75,1.12,220.05,10.46,23.74,8,,10.15,0.42,Observator,PASS
15/11/2025 2:50,0.87,1.29,220.15,10.5,23.67,8,,10.15,0.48,Observator,PASS
15/11/2025 2:55,0.84,1.17,219.96,10.47,23.49,8,,10.14,0.45,Observator,PASS
15/11/2025 3:00,0.9,1.44,219.92,10.46,23.62,8,-47,10.13,0.47,Observator,PASS
15/11/2025 3:05,0.84,1.08,219.64,10.49,23.24,7.99,,10.11,0.57,Observator,PASS
15/11/2025 3:10,0.76,1.06,221.73,10.4,23.67,7.97,,10.35,0.49,Observator,PASS
15/11/2025 3:15,0.85,1.37,219.74,10.45,23.33,8,,10.11,0.43,Observator,PASS
15/11/2025 3:20,0.9,1.29,219.61,10.48,23.76,8,,10.11,0.46,Observator,PASS
15/11/2025 3:25,0.77,1.12,219.7,10.51,23.51,8,,10.1,0.45,Observator,PASS
15/11/2025 3:30,0.89,1.24,219.71,10.48,23.62,8,,10.1,0.43,Observator,PASS
15/11/2025 3:35,0.82,1.21,219.66,10.5,23.49,8,,10.09,0.44,Observator,PASS
15/11/2025 3:40,0.85,1.21,219.61,10.47,23.21,7.99,,10.09,0.45,Observator,PASS
15/11/2025 3:45,0.93,2.6,219.63,10.49,23.3,7.99,,10.08,0.45,Observator,PASS
15/11/2025 3:50,0.92,1.21,219.67,10.52,23.35,7.99,,10.08,0.9,Observator,PASS
15/11/2025 3:55,0.84,1.31,219.66,10.51,23.72,7.99,,10.08,0.42,Observator,PASS
15/11/2025 4:00,0.87,1.2,219.67,10.48,23.92,8,-45,10.08,0.4,Observator,PASS
15/11/2025 4:05,0.9,1.29,219.5,10.48,23.51,7.99,,10.07,0.49,Observator,PASS
15/11/2025 4:10,0.95,1.49,222.96,10.4,23.42,8.05,,10.62,0.47,Observator,PASS
15/11/2025 4:15,0.84,1.32,219.5,10.45,23.24,7.99,,10.07,0.44,Observator,PASS
15/11/2025 4:20,0.84,0.99,219.45,10.52,23.81,7.99,,10.07,0.5,Observator,PASS
15/11/2025 4:25,0.83,1.01,219.56,10.52,23.99,7.99,,10.07,0.4,Observator,PASS
15/11/2025 4:30,0.88,1.4,219.6,10.46,23.67,7.99,,10.06,0.43,Observator,PASS
15/11/2025 4:35,0.82,1.2,219.56,10.48,23.81,7.99,,10.06,0.44,Observator,PASS
15/11/2025 4:40,0.85,1.18,219.61,10.47,23.35,7.99,,10.05,0.44,Observator,PASS
15/11/2025 4:45,0.82,1.06,219.7,10.47,23.53,7.99,,10.05,0.4,Observator,PASS
15/11/2025 4:50,0.81,1.11,219.8,10.49,23.69,7.99,,10.05,0.43,Observator,PASS
15/11/2025 4:55,0.79,1.09,219.79,10.49,23.46,7.99,,10.05,0.46,Observator,PASS
15/11/2025 5:00,0.92,1.3,219.71,10.48,23.72,7.99,-42,10.05,0.39,Observator,PASS
15/11/2025 5:05,0.99,2.3,219.53,10.48,23.21,7.99,,10.05,0.51,Observator,PASS
15/11/2025 5:10,0.83,1.4,222.69,10.41,23.35,8.04,,10.57,0.45,Observator,PASS
15/11/2025 5:15,0.73,0.88,219.48,10.48,23.65,7.99,,10.06,0.41,Observator,PASS
15/11/2025 5:20,0.8,1.18,219.45,10.55,24.17,7.99,,10.06,0.49,Observator,PASS
15/11/2025 5:25,0.85,1.34,219.59,10.47,23.21,7.99,,10.06,0.47,Observator,PASS
15/11/2025 5:30,0.94,1.34,219.61,10.47,23.53,7.99,,10.06,0.65,Observator,PASS
15/11/2025 5:35,0.84,1.13,219.69,10.47,23.19,7.99,,10.05,0.42,Observator,PASS
15/11/2025 5:40,0.83,1.3,219.67,10.49,23.74,7.99,,10.05,0.46,Observator,PASS
15/11/2025 5:45,0.86,1.17,219.66,10.51,23.83,7.99,,10.05,0.45,Observator,PASS
15/11/2025 5:50,0.87,1.18,219.78,10.48,23.88,7.99,,10.04,0.41,Observator,PASS
15/11/2025 5:55,0.82,1.11,219.76,10.5,23.99,7.99,,10.03,0.45,Observator,PASS
15/11/2025 6:00,0.85,1.25,219.69,10.51,23.4,7.99,-42,10.03,0.43,Observator,PASS
15/11/2025 6:05,0.91,1.31,219.26,10.49,23.35,7.99,,10.02,0.61,Observator,PASS
15/11/2025 6:10,0.86,1.28,222.44,10.39,23.65,8.02,,10.52,0.43,Observator,PASS
15/11/2025 6:15,0.83,1.07,219.31,10.51,23.28,7.99,,10.03,0.45,Observator,PASS
15/11/2025 6:20,0.8,1.04,219.27,10.5,23.53,7.99,,10.02,0.49,Observator,PASS
15/11/2025 6:25,0.75,0.91,219.4,10.48,23.76,7.99,,10.02,0.41,Observator,PASS
15/11/2025 6:30,0.91,1.22,219.5,10.48,24.04,7.99,,10.02,0.42,Observator,PASS
15/11/2025 6:35,0.88,1.25,219.58,10.51,23.67,7.99,,10.02,0.46,Observator,PASS
15/11/2025 6:40,0.91,1.27,219.62,10.51,23.62,7.99,,10.02,0.43,Observator,PASS
15/11/2025 6:45,0.86,1.19,219.68,10.51,23.35,7.99,,10.02,0.42,Observator,PASS
15/11/2025 6:50,0.83,1.13,219.85,10.5,23.26,7.99,,10.02,0.6,Observator,PASS
15/11/2025 6:55,0.86,1.24,219.9,10.53,23.95,7.99,,10.02,0.41,Observator,PASS
15/11/2025 7:00,0.84,1.19,219.78,10.49,23.35,7.99,-40,10.02,0.65,Observator,PASS
15/11/2025 7:05,0.89,1.15,219.21,10.54,23.35,7.99,,10,0.52,Observator,PASS
15/11/2025 7:10,1.11,1.83,219.34,10.47,24.01,7.99,,10,0.44,Observator,PASS
15/11/2025 7:15,0.83,1.1,219.28,10.52,23.69,7.99,,10.01,0.45,Observator,PASS
15/11/2025 7:20,0.87,1.14,219.22,10.51,23.56,7.99,,10.01,0.42,Observator,PASS
15/11/2025 7:25,0.91,1.38,219.35,10.5,23.85,7.99,,10.01,0.42,Observator,PASS
15/11/2025 7:30,0.92,1.39,219.47,10.5,23.42,7.99,,10.01,0.4,Observator,PASS
15/11/2025 7:35,0.97,1.39,219.51,10.52,23.1,7.99,,10.01,0.47,Observator,PASS
15/11/2025 7:40,0.79,0.98,219.61,10.48,23.1,7.99,,10.02,0.43,Observator,PASS
15/11/2025 7:45,0.8,1.02,219.61,10.51,23.19,7.99,,10.01,0.43,Observator,PASS
15/11/2025 7:50,0.76,0.91,219.62,10.49,24.15,8,,10,0.42,Observator,PASS
15/11/2025 7:55,0.95,1.42,219.58,10.51,23.88,8,,10.01,0.39,Observator,PASS
15/11/2025 8:00,0.91,1.29,219.55,10.51,23.56,8,-45,10.01,0.51,Observator,PASS
15/11/2025 8:05,0.89,1.09,219.2,10.5,23.35,8,,10.02,0.52,Observator,PASS
15/11/2025 8:10,0.91,1.5,221.97,10.39,23.3,8,,10.44,0.44,Observator,PASS
15/11/2025 8:15,0.79,0.99,219.27,10.48,24.04,8,,10.03,0.42,Observator,PASS
15/11/2025 8:20,1.04,1.73,219.25,10.54,23.65,8,,10.03,0.44,Observator,PASS
15/11/2025 8:25,0.93,1.35,219.33,10.51,22.85,8,,10.04,0.37,Observator,PASS
15/11/2025 8:30,0.68,0.78,219.39,10.5,23.05,8,,10.04,0.45,Observator,PASS
15/11/2025 8:35,0.83,0.89,219.46,10.51,22.25,8,,10.04,0.39,Observator,PASS
15/11/2025 8:40,0.81,1.14,219.44,10.48,22.78,8.01,,10.03,0.56,Observator,PASS
15/11/2025 8:45,0.84,1.13,219.37,10.5,23.21,8.01,,10.02,0.42,Observator,PASS
15/11/2025 8:50,0.88,0.8,219.29,10.5,23.44,8.01,,10.01,0.61,Observator,PASS
15/11/2025 8:55,0.76,0.87,219.19,10.52,24.29,8.01,,9.98,0.46,Observator,PASS
15/11/2025 9:00,0.76,0.91,218.94,10.51,23.3,8.01,-39,9.96,0.41,Observator,PASS
15/11/2025 9:05,0.74,0.92,218.32,10.52,22.66,8.02,,9.88,0.45,Observator,PASS
15/11/2025 9:10,0.72,0.88,218.42,10.51,22.8,8.02,,9.87,0.44,Observator,PASS
15/11/2025 9:15,0.68,0.68,218.2,10.54,22.94,8.02,,9.85,0.52,Observator,PASS
15/11/2025 9:20,0.69,0.64,217.96,10.56,22.96,8.02,,9.84,0.9,Observator,PASS
15/11/2025 9:25,0.75,0.71,218.04,10.57,22.8,8.02,,9.84,0.42,Observator,PASS
15/11/2025 9:30,0.76,0.77,218.09,10.53,22.91,8.02,,9.84,0.4,Observator,PASS
15/11/2025 9:35,0.68,0.48,218.17,10.55,22.98,8.03,,9.84,0.45,Observator,PASS
15/11/2025 9:40,0.69,0.5,218.19,10.56,23.1,8.03,,9.86,0.38,Observator,PASS
15/11/2025 9:45,0.69,0.63,218.35,10.53,23.3,8.02,,9.87,0.43,Observator,PASS
15/11/2025 9:50,0.68,0.52,218.47,10.52,22.85,8.02,,9.88,0.42,Observator,PASS
15/11/2025 9:55,0.65,0.53,218.61,10.53,23.17,8.02,,9.9,0.43,Observator,PASS
15/11/2025 10:00,0.67,0.55,218.63,10.54,22.85,8.02,-45,9.92,0.46,Observator,PASS
15/11/2025 10:05,0.78,0.86,218.81,10.5,22.96,8.02,,9.96,0.43,Observator,PASS
15/11/2025 10:15,0.71,0.65,218.99,10.52,22.69,8.03,,9.99,0.52,Observator,PASS
15/11/2025 10:20,0.8,0.74,219.02,10.56,22.94,8.03,,10.01,0.42,Observator,PASS
15/11/2025 10:25,0.68,0.56,219.31,10.5,22.69,8.03,,10.03,0.44,Observator,PASS
15/11/2025 10:30,0.69,0.65,219.42,10.51,24.13,8.03,,10.05,0.49,Observator,PASS
15/11/2025 10:35,0.7,0.83,219.58,10.49,23.03,8.03,,10.07,0.43,Observator,PASS
15/11/2025 10:40,0.72,0.76,219.75,10.51,23.1,8.03,,10.09,0.46,Observator,PASS
15/11/2025 10:45,0.85,1.05,219.89,10.53,23.21,8.03,,10.12,0.44,Observator,PASS
15/11/2025 10:50,0.66,0.53,219.9,10.53,23.21,8.03,,10.14,0.47,Observator,PASS
15/11/2025 10:55,0.71,0.63,220.11,10.52,23.07,8.03,,10.16,0.41,Observator,PASS
15/11/2025 11:00,0.78,0.98,220.25,10.48,23.1,8.03,-44,10.19,0.45,Observator,PASS
15/11/2025 11:05,0.77,1.05,220.55,10.48,23.49,8.04,,10.24,0.48,Observator,PASS
15/11/2025 11:15,0.64,0.72,220.65,10.48,25.02,8.04,,10.27,0.47,Observator,PASS
15/11/2025 11:20,0.73,0.76,220.71,10.53,24.79,8.04,,10.29,0.41,Observator,PASS
15/11/2025 11:25,0.74,0.92,220.95,10.49,23.51,8.04,,10.31,0.43,Observator,PASS
15/11/2025 11:30,0.74,0.88,221.13,10.48,23.67,8.04,,10.33,0.44,Observator,PASS
15/11/2025 11:35,0.71,0.75,221.15,10.46,24.04,8.04,,10.35,0.45,Observator,PASS
15/11/2025 11:40,0.7,0.8,221.35,10.46,23.69,8.05,,10.36,0.6,Observator,PASS
15/11/2025 11:45,0.7,0.89,221.46,10.49,24.68,8.04,,10.38,0.51,Observator,PASS
15/11/2025 11:50,0.79,0.99,221.6,10.47,24.72,8.05,,10.4,0.4,Observator,PASS
15/11/2025 11:55,0.77,0.85,221.67,10.46,24.29,8.06,,10.42,0.42,Observator,PASS
15/11/2025 12:00,0.66,0.75,221.71,10.46,24.13,8.06,-45,10.44,0.41,Observator,PASS
15/11/2025 12:05,0.8,1.03,222.05,10.46,25.07,8.06,,10.47,0.65,Observator,PASS
15/11/2025 12:15,0.71,0.89,222.04,10.46,24.01,8.05,,10.49,0.48,Observator,PASS
15/11/2025 12:20,0.69,0.77,222.04,10.5,23.72,8.06,,10.51,0.49,Observator,PASS
15/11/2025 12:25,0.75,1.07,222.25,10.47,24.47,8.06,,10.52,0.45,Observator,PASS
15/11/2025 12:30,0.77,1.03,222.39,10.45,23.49,8.06,,10.53,0.41,Observator,PASS
15/11/2025 12:35,0.7,0.93,222.45,10.48,23.76,8.06,,10.54,0.41,Observator,PASS
15/11/2025 12:40,0.8,1.02,222.53,10.45,24.04,8.06,,10.55,0.39,Observator,PASS
15/11/2025 12:45,0.83,1.02,222.59,10.45,23.88,8.06,,10.56,0.42,Observator,PASS
15/11/2025 12:50,0.8,1.17,222.75,10.47,23.42,8.06,,10.57,0.45,Observator,PASS
15/11/2025 12:55,0.75,1.05,222.77,10.46,23.69,8.06,,10.58,0.4,Observator,PASS
15/11/2025 13:00,0.77,1.12,222.84,10.42,23.65,8.06,-45,10.59,0.42,Observator,PASS
15/11/2025 13:05,0.9,1.27,222.78,10.42,23.6,8.06,,10.6,0.57,Observator,PASS
15/11/2025 13:15,0.81,1.3,222.71,10.42,23.74,8.06,,10.61,0.47,Observator,PASS
15/11/2025 13:20,0.9,1.46,222.7,10.41,23.46,8.06,,10.61,0.47,Observator,PASS
15/11/2025 13:25,0.75,0.99,222.91,10.4,23.65,8.06,,10.62,0.42,Observator,PASS
15/11/2025 13:30,0.84,1.2,222.87,10.44,24.06,8.06,,10.62,0.46,Observator,PASS
15/11/2025 13:35,0.76,0.96,222.99,10.44,23.62,8.06,,10.62,0.47,Observator,PASS
15/11/2025 13:40,0.77,1.07,222.98,10.44,23.49,8.06,,10.62,0.45,Observator,PASS
15/11/2025 13:45,0.83,1.27,223.07,10.44,23.58,8.06,,10.62,0.46,Observator,PASS
15/11/2025 13:50,0.97,1.26,222.98,10.43,23.65,8.06,,10.62,0.5,Observator,PASS
15/11/2025 13:55,0.79,1.17,223.04,10.43,23.72,8.06,,10.63,0.46,Observator,PASS
15/11/2025 14:00,0.91,1.63,223.01,10.41,24.95,8.06,-40,10.62,0.44,Observator,PASS
15/11/2025 14:05,0.8,1.08,222.86,10.43,23.99,8.05,,10.62,0.5,Observator,PASS
15/11/2025 14:15,0.9,1.35,222.9,10.42,23.33,8.05,,10.62,0.47,Observator,PASS
15/11/2025 14:20,1.03,1.75,222.76,10.43,23.67,8.05,,10.62,0.49,Observator,PASS
15/11/2025 14:25,0.9,1.47,222.89,10.43,23.35,8.05,,10.62,0.45,Observator,PASS
15/11/2025 14:30,0.85,1.19,222.93,10.41,23.72,8.05,,10.61,0.54,Observator,PASS
15/11/2025 14:35,0.79,1.19,222.91,10.44,23.9,8.05,,10.61,0.48,Observator,PASS
15/11/2025 14:40,0.85,1.22,222.94,10.44,24.36,8.05,,10.61,0.43,Observator,PASS
15/11/2025 14:45,0.85,1.17,222.9,10.4,23.6,8.05,,10.6,0.42,Observator,PASS
15/11/2025 14:50,0.81,1.13,222.86,10.43,23.83,8.04,,10.6,0.45,Observator,PASS
15/11/2025 14:55,0.95,1.37,222.82,10.43,23.97,8.05,,10.59,0.46,Observator,PASS
15/11/2025 15:00,0.88,1.3,222.82,10.43,23.81,8.04,-44,10.59,0.42,Observator,PASS
15/11/2025 15:05,0.76,1.04,222.64,10.47,23.65,8.03,,10.57,0.46,Observator,PASS
15/11/2025 15:15,0.85,1.32,222.69,10.44,23.53,8.04,,10.58,0.45,Observator,PASS
15/11/2025 15:20,0.89,1.29,222.52,10.47,23.67,8.04,,10.58,0.49,Observator,PASS
15/11/2025 15:25,0.82,1.22,222.69,10.4,23.53,8.04,,10.57,0.48,Observator,PASS
15/11/2025 15:30,0.84,1.21,222.63,10.44,23.42,8.04,,10.56,0.46,Observator,PASS
15/11/2025 15:35,1.03,1.65,222.62,10.41,23.62,8.03,,10.56,0.5,Observator,PASS
15/11/2025 15:40,0.93,1.54,222.59,10.43,23.56,8.04,,10.55,0.49,Observator,PASS
15/11/2025 15:45,0.82,1.52,222.63,10.43,23.35,8.04,,10.55,0.42,Observator,PASS
15/11/2025 15:50,0.87,1.3,222.67,10.46,23.67,8.03,,10.55,0.49,Observator,PASS
15/11/2025 15:55,0.91,1.39,222.54,10.41,22.96,8.03,,10.54,0.45,Observator,PASS
15/11/2025 16:00,0.81,1.14,222.55,10.45,22.96,8.03,-41,10.53,0.44,Observator,PASS
15/11/2025 16:05,0.78,0.94,222.38,10.47,23.44,8.02,,10.52,0.51,Observator,PASS
15/11/2025 16:15,0.81,1.31,222.41,10.45,22.78,8.02,,10.52,0.43,Observator,PASS
15/11/2025 16:20,0.86,1.16,222.25,10.45,23.03,8.02,,10.52,0.39,Observator,PASS
15/11/2025 16:25,0.85,1.3,222.42,10.41,23.12,8.03,,10.52,0.41,Observator,PASS
15/11/2025 16:30,0.88,1.4,222.37,10.45,23.17,8.03,,10.51,0.47,Observator,PASS
15/11/2025 16:35,0.89,1.14,222.33,10.42,23.3,8.02,,10.51,0.41,Observator,PASS
15/11/2025 16:40,0.87,1.39,222.31,10.44,23.51,8.02,,10.5,0.53,Observator,PASS
15/11/2025 16:45,0.81,1.17,222.26,10.43,22.75,8.02,,10.49,0.44,Observator,PASS
15/11/2025 16:50,0.73,0.97,222.25,10.47,23.56,8.02,,10.49,0.43,Observator,PASS
15/11/2025 16:55,0.76,0.96,222.25,10.45,22.87,8.02,,10.48,0.42,Observator,PASS
15/11/2025 17:00,0.86,1.21,222.27,10.43,23.07,8.02,-41,10.48,0.45,Observator,PASS
15/11/2025 17:05,0.77,1.01,222.1,10.47,22.94,8.01,,10.46,0.47,Observator,PASS
15/11/2025 17:10,0.85,1.14,222.11,10.42,23.37,8.01,,10.46,0.43,Observator,PASS
15/11/2025 17:15,0.82,1.02,222.18,10.42,22.55,8.01,,10.47,0.4,Observator,PASS
15/11/2025 17:20,0.93,1.44,222.05,10.47,22.75,8.01,,10.47,0.46,Observator,PASS
15/11/2025 17:25,0.82,1.13,222.16,10.45,22.87,8.01,,10.46,0.53,Observator,PASS
15/11/2025 17:30,0.82,1.13,222.12,10.44,22.87,8.01,,10.47,0.48,Observator,PASS
15/11/2025 17:35,0.89,1.01,222.13,10.44,23.14,8.01,,10.46,0.5,Observator,PASS
15/11/2025 17:40,1.03,1.09,222.14,10.44,23.03,8.01,,10.45,0.52,Observator,PASS
15/11/2025 17:45,0.89,1.29,222.13,10.44,23.24,8.01,,10.45,0.43,Observator,PASS
15/11/2025 17:50,0.95,1.08,222.08,10.44,23.01,8.01,,10.45,0.45,Observator,PASS
15/11/2025 17:55,0.84,1.02,222.08,10.44,23.05,8.01,,10.45,0.49,Observator,PASS
15/11/2025 18:00,0.73,0.95,222.13,10.45,22.89,8.01,-40,10.45,0.5,Observator,PASS
15/11/2025 18:05,0.71,0.8,221.96,10.45,22.78,8,,10.44,0.49,Observator,PASS
15/11/2025 18:15,0.8,0.99,222.06,10.44,23.1,8,,10.45,0.47,Observator,PASS
15/11/2025 18:20,0.99,1.57,221.92,10.47,23.51,8,,10.44,0.47,Observator,PASS
15/11/2025 18:25,0.81,1.04,222.09,10.46,23.24,8,,10.44,0.47,Observator,PASS
15/11/2025 18:30,0.83,1.1,222.1,10.45,23.26,8,,10.44,0.45,Observator,PASS
15/11/2025 18:35,0.81,0.99,222.04,10.46,22.91,8,,10.43,0.5,Observator,PASS
15/11/2025 18:40,0.76,1.21,222.04,10.45,22.85,8,,10.43,0.47,Observator,PASS
15/11/2025 18:45,0.77,0.92,221.97,10.46,22.71,8,,10.43,0.47,Observator,PASS
15/11/2025 18:50,1.05,1.08,222.04,10.45,23.46,8,,10.42,0.48,Observator,PASS
15/11/2025 18:55,0.74,1.02,222,10.46,23.01,8,,10.42,0.51,Observator,PASS
15/11/2025 19:00,0.81,1.16,222,10.45,23.12,8,-45,10.42,0.47,Observator,PASS
15/11/2025 19:05,0.76,1.05,221.94,10.47,23.3,7.99,,10.4,0.47,Observator,PASS
15/11/2025 19:10,0.78,1.01,221.91,10.4,23.9,7.99,,10.4,0.48,Observator,PASS
15/11/2025 19:15,0.84,1.2,221.92,10.42,22.89,7.99,,10.41,0.53,Observator,PASS
15/11/2025 19:20,0.77,1.14,221.81,10.47,23.56,7.99,,10.41,0.46,Observator,PASS
15/11/2025 19:25,0.83,1.06,221.96,10.48,23.07,7.99,,10.4,0.51,Observator,PASS
15/11/2025 19:30,0.78,1.18,221.91,10.47,22.85,7.99,,10.4,0.47,Observator,PASS
15/11/2025 19:35,0.81,1.14,221.89,10.44,22.98,7.99,,10.4,0.47,Observator,PASS
15/11/2025 19:40,0.83,1.09,221.92,10.48,23.35,7.99,,10.39,0.47,Observator,PASS
